ID,Physical interaction
YKR076W,8.0
YKR077W,20.0
YKR078W,8.0
YKR079C,13.0
YKR080W,13.0
YKR081C,80.0
YKR082W,195.0
YKR083C,37.0
YKR084C,30.0
YKR085C,23.0
YKR086W,21.0
YKR087C,9.0
YKR088C,27.0
YKR089C,24.0
YKR090W,16.0
YKR091W,47.0
YKR092C,108.0
YKR093W,27.0
YKR094C,108.0
YKR095W,80.0
YKR095W-A,8.0
YKR096W,30.0
YKR097W,37.0
YKR098C,16.0
YKR099W,85.0
YKR100C,24.0
YKR101W,39.0
YKR102W,9.0
YKR103W,14.0
YKR104W,18.0
YKR105C,6.0
YKR106W,7.0
YLL001W,86.0
YLL002W,152.0
YLL003W,22.0
YLL004W,31.0
YLL005C,12.0
YLL006W,137.0
YLL006W-A,
YLL007C,8.0
YLL008W,82.0
YLL009C,17.0
YLL010C,26.0
YLL011W,39.0
YLL012W,20.0
YLL013C,41.0
YLL014W,41.0
YLL015W,28.0
YLL016W,
YLL017W,
YLL018C,35.0
YLL018CA,
YLL018C-A,7.0
YLL019C,33.0
YLL019W-A,
YLL020C,
YLL021W,76.0
YLL022C,24.0
YLL023C,32.0
YLL024C,335.0
YLL025W,10.0
YLL026W,82.0
YLL027W,10.0
YLL028W,32.0
YLL029W,39.0
YLL030C,
YLL031C,26.0
YLL032C,10.0
YLL033W,25.0
YLL034C,39.0
YLL035W,6.0
YLL036C,62.0
YLL037W,
YLL038C,42.0
YLL039C,304.0
YLL040C,106.0
YLL041C,40.0
YLL042C,18.0
YLL043W,114.0
YLL044W,
YLL045C,155.0
YLL046C,14.0
YLL047W,
YLL048C,29.0
YLL049W,119.0
YLL050C,51.0
YLL051C,6.0
YLL052C,9.0
YLL053C,2.0
YLL054C,7.0
YLL055W,18.0
YLL056C,4.0
YLL057C,16.0
YLL058W,11.0
YLL059C,
YLL060C,9.0
YLL061W,7.0
YLL062C,5.0
YLL063C,8.0
YLL064C,1.0
YLL065W,
YLL066C,3.0
YLL066W-A,
YLL066W-B,
YLL067C,3.0
YLL067W-A,
YLR001C,5.0
YLR002C,65.0
YLR003C,44.0
YLR004C,17.0
YLR005W,38.0
YLR006C,45.0
YLR007W,11.0
YLR008C,22.0
YLR009W,34.0
YLR010C,7.0
YLR011W,11.0
YLR012C,6.0
YLR013W,5.0
YLR014C,24.0
YLR015W,165.0
YLR016C,29.0
YLR017W,21.0
YLR018C,58.0
YLR019W,16.0
YLR020C,15.0
YLR021W,45.0
YLR022C,14.0
YLR023C,42.0
YLR024C,95.0
YLR025W,74.0
YLR026C,58.0
YLR027C,128.0
YLR028C,22.0
YLR029C,86.0
YLR030W,6.0
YLR031W,29.0
YLR032W,114.0
YLR033W,47.0
YLR034C,23.0
YLR035C,19.0
YLR035C-A,
YLR036C,8.0
YLR037C,5.0
YLR038C,83.0
YLR039C,464.0
YLR040C,9.0
YLR041W,
YLR042C,4.0
YLR043C,28.0
YLR044C,92.0
YLR045C,40.0
YLR046C,15.0
YLR047C,9.0
YLR048W,95.0
YLR049C,6.0
YLR050C,23.0
YLR051C,11.0
YLR052W,101.0
YLR053C,12.0
YLR054C,3.0
YLR055C,178.0
YLR056W,271.0
YLR057W,14.0
YLR058C,53.0
YLR059C,29.0
YLR060W,24.0
YLR061W,81.0
YLR062C,
YLR063W,16.0
YLR064W,33.0
YLR065C,80.0
YLR066W,10.0
YLR067C,46.0
YLR068W,5.0
YLR069C,42.0
YLR070C,14.0
YLR071C,49.0
YLR072W,17.0
YLR073C,16.0
YLR074C,20.0
YLR075W,110.0
YLR076C,
YLR077W,10.0
YLR078C,59.0
YLR079W,231.0
YLR080W,18.0
YLR081W,22.0
YLR082C,30.0
YLR083C,16.0
YLR084C,25.0
YLR085C,224.0
YLR086W,23.0
YLR087C,210.0
YLR088W,16.0
YLR089C,126.0
YLR090W,42.0
YLR091W,29.0
YLR092W,5.0
YLR093C,27.0
YLR094C,14.0
YLR095C,38.0
YLR096W,33.0
YLR097C,14.0
YLR098C,55.0
YLR099C,8.0
YLR099W-A,3.0
YLR100W,22.0
YLR101C,
YLR102C,48.0
YLR103C,36.0
YLR104W,20.0
YLR105C,13.0
YLR106C,57.0
YLR107W,15.0
YLR108C,6.0
YLR109W,53.0
YLR110C,159.0
YLR111W,
YLR112W,
YLR113W,158.0
YLR114C,59.0
YLR115W,29.0
YLR116W,20.0
YLR117C,53.0
YLR118C,11.0
YLR119W,166.0
YLR120C,20.0
YLR120W-A,
YLR121C,9.0
YLR122C,
YLR123C,
YLR124W,
YLR125W,7.0
YLR126C,8.0
YLR127C,40.0
YLR128W,15.0
YLR129W,35.0
YLR130C,10.0
YLR131C,98.0
YLR132C,13.0
YLR133W,42.0
YLR134W,28.0
YLR135W,44.0
YLR136C,14.0
YLR137W,6.0
YLR138W,21.0
YLR139C,46.0
YLR140W,
YLR141W,14.0
YLR142W,13.0
YLR143W,16.0
YLR144C,22.0
YLR145W,16.0
YLR146C,22.0
YLR146W-A,2.0
YLR147C,55.0
YLR148W,53.0
YLR149C,8.0
YLR149C-A,
YLR150W,199.0
YLR151C,10.0
YLR152C,15.0
YLR153C,27.0
YLR154C,16.0
YLR154C-G,6.0
YLR154C-H,
YLR154W-A,
YLR154W-B,
YLR154W-C,9.0
YLR154W-E,
YLR154W-F,
YLR155C,
YLR156C-A,
YLR156W,1.0
YLR157C,1.0
YLR157C-B,
YLR157C-C,
YLR157W-D,
YLR157W-E,1.0
YLR158C,
YLR159C-A,
YLR159W,
YLR160C,2.0
YLR161W,1.0
YLR162W,1.0
YLR162W-A,
YLR163C,11.0
YLR163W-A,
YLR164W,7.0
YLR165C,16.0
YLR166C,34.0
YLR167W,51.0
YLR168C,38.0
YLR169W,
YLR170C,40.0
YLR171W,
YLR172C,44.0
YLR173W,8.0
YLR174W,15.0
YLR175W,99.0
YLR176C,45.0
YLR177W,9.0
YLR178C,11.0
YLR179C,7.0
YLR180W,96.0
YLR181C,49.0
YLR182W,313.0
YLR183C,18.0
YLR184W,
YLR185W,65.0
YLR186W,40.0
YLR187W,21.0
YLR188W,30.0
YLR189C,27.0
YLR190W,122.0
YLR191W,78.0
YLR192C,106.0
YLR193C,154.0
YLR194C,7.0
YLR195C,16.0
YLR196W,55.0
YLR197W,131.0
YLR198C,
YLR199C,23.0
YLR200W,280.0
YLR201C,5.0
YLR202C,
YLR203C,25.0
YLR204W,15.0
YLR205C,12.0
YLR206W,54.0
YLR207W,57.0
YLR208W,49.0
YLR209C,7.0
YLR210W,44.0
YLR211C,7.0
YLR212C,32.0
YLR213C,10.0
YLR214W,15.0
YLR215C,9.0
YLR216C,59.0
YLR217W,
YLR218C,72.0
YLR219W,27.0
YLR220W,21.0
YLR221C,38.0
YLR222C,45.0
YLR222C-A,
YLR223C,35.0
YLR224W,13.0
YLR225C,7.0
YLR226W,28.0
YLR227C,20.0
YLR227W-B,
YLR228C,25.0
YLR229C,101.0
YLR230W,
YLR231C,33.0
YLR232W,
YLR233C,36.0
YLR234W,72.0
YLR235C,
YLR236C,
YLR237W,32.0
YLR238W,47.0
YLR239C,94.0
YLR240W,46.0
YLR241W,18.0
YLR242C,97.0
YLR243W,13.0
YLR244C,15.0
YLR245C,10.0
YLR246W,30.0
YLR247C,24.0
YLR248W,40.0
YLR249W,120.0
YLR250W,12.0
YLR251W,15.0
YLR252W,
YLR253W,15.0
YLR254C,16.0
YLR255C,
YLR256W,16.0
YLR256W-A,
YLR257W,25.0
YLR258W,57.0
YLR259C,72.0
YLR260W,43.0
YLR261C,
YLR262C,426.0
YLR262CA,
YLR262C-A,13.0
YLR263W,31.0
YLR264C-A,3.0
YLR264W,48.0
YLR265C,27.0
YLR266C,13.0
YLR267W,24.0
YLR268W,288.0
YLR269C,
YLR270W,14.0
YLR271W,11.0
YLR272C,16.0
YLR273C,22.0
YLR274W,43.0
YLR275W,59.0
YLR276C,47.0
YLR277C,30.0
YLR278C,20.0
YLR279W,
YLR280C,
YLR281C,10.0
YLR282C,
YLR283W,2.0
YLR284C,11.0
YLR285C-A,
YLR285W,16.0
YLR286C,15.0
YLR286W-A,
YLR287C,51.0
YLR287C-A,81.0
YLR288C,50.0
YLR289W,15.0
YLR290C,36.0
YLR291C,23.0
YLR292C,74.0
YLR293C,60.0
YLR294C,
YLR295C,31.0
YLR296W,
YLR297W,7.0
YLR298C,40.0
YLR299C-A,
YLR299W,14.0
YLR300W,34.0
YLR301W,8.0
YLR302C,
YLR303W,20.0
YLR304C,72.0
YLR305C,19.0
YLR306W,21.0
YLR307C-A,1.0
YLR307W,6.0
YLR308W,14.0
YLR309C,27.0
YLR310C,34.0
YLR311C,
YLR312C,16.0
YLR312WA,
YLR312W-A,20.0
YLR313C,21.0
YLR314C,57.0
YLR315W,104.0
YLR316C,39.0
YLR317W,
YLR318W,27.0
YLR319C,80.0
YLR320W,169.0
YLR321C,33.0
YLR322W,
YLR323C,9.0
YLR324W,41.0
YLR325C,37.0
YLR326W,15.0
YLR327C,9.0
YLR328W,20.0
YLR329W,18.0
YLR330W,124.0
YLR331C,
YLR332W,100.0
YLR333C,24.0
YLR334C,
YLR335W,66.0
YLR336C,11.0
YLR337C,236.0
YLR338W,
YLR339C,
YLR340W,117.0
YLR341W,5.0
YLR342W,179.0
YLR342W-A,1.0
YLR343W,17.0
YLR344W,35.0
YLR345W,22.0
YLR346C,21.0
YLR347C,100.0
YLR347W-A,
YLR348C,14.0
YLR349W,
YLR350W,134.0
YLR351C,8.0
YLR352W,13.0
YLR353W,35.0
YLR354C,38.0
YLR355C,35.0
YLR356W,5.0
YLR357W,193.0
YLR358C,
YLR359W,18.0
YLR360W,119.0
YLR361C,33.0
YLR361C-A,3.0
YLR362W,66.0
YLR363C,25.0
YLR363W-A,1.0
YLR364C-A,
YLR364W,2.0
YLR365W,
YLR366W,
YLR367W,67.0
YLR368W,25.0
YLR369W,18.0
YLR370C,111.0
YLR371W,193.0
YLR372W,340.0
YLR373C,135.0
YLR374C,
YLR375W,17.0
YLR376C,24.0
YLR377C,19.0
YLR378C,68.0
YLR379W,
YLR380W,27.0
YLR381W,51.0
YLR382C,22.0
YLR383W,17.0
YLR384C,192.0
YLR385C,26.0
YLR386W,134.0
YLR387C,7.0
YLR388W,37.0
YLR389C,10.0
YLR390W,6.0
YLR390WA,
YLR390W-A,21.0
YLR391W,
YLR392C,8.0
YLR393W,94.0
YLR394W,20.0
YLR395C,61.0
YLR396C,62.0
YLR397C,19.0
YLR398C,77.0
YLR399C,84.0
YLR399W-A,
YLR400W,
YLR401C,18.0
YLR402W,
YLR403W,29.0
YLR404W,37.0
YLR405W,5.0
YLR406C,45.0
YLR406C-A,2.0
YLR407W,18.0
YLR408C,10.0
YLR409C,50.0
YLR410W,163.0
YLR410W-A,
YLR410W-B,
YLR411W,7.0
YLR412C-A,1.0
YLR412W,24.0
YLR413W,33.0
YLR414C,19.0
YLR415C,19.0
YLR416C,
YLR417W,57.0
YLR418C,273.0
YLR419W,10.0
YLR420W,28.0
YLR421C,52.0
YLR422W,28.0
YLR423C,127.0
YLR424W,44.0
YLR425W,40.0
YLR426W,20.0
YLR427W,8.0
YLR428C,
YLR429W,101.0
YLR430W,40.0
YLR431C,11.0
YLR432W,92.0
YLR433C,41.0
YLR434C,
YLR435W,45.0
YLR436C,58.0
YLR437C,13.0
YLR437C-A,
YLR438CA,
YLR438C-A,83.0
YLR438W,36.0
YLR439W,38.0
YLR440C,19.0
YLR441C,114.0
YLR442C,67.0
YLR443W,34.0
YLR444C,
YLR445W,10.0
YLR446W,5.0
YLR447C,47.0
YLR448W,126.0
YLR449W,61.0
YLR450W,55.0
YLR451W,36.0
YLR452C,107.0
YLR453C,23.0
YLR454W,31.0
YLR455W,17.0
YLR456W,8.0
YLR457C,24.0
YLR458W,
YLR459W,10.0
YLR460C,8.0
YLR461W,15.0
YLR462W,2.0
YLR463C,
YLR464W,2.0
YLR465C,
YLR466C-A,
YLR466C-B,
YLR466W,4.0
YLR467C-A,
YLR467W,5.0
YML001W,168.0
YML002W,10.0
YML003W,3.0
YML004C,9.0
YML005W,9.0
YML006C,48.0
YML007C-A,1.0
YML007W,126.0
YML008C,189.0
YML009C,30.0
YML009C-A,
YML009W-B,
YML010C-B,
YML010W,90.0
YML010W-A,
YML010W-B,
YML011C,13.0
YML012C-A,
YML012W,124.0
YML013C-A,
YML013W,119.0
YML014W,16.0
YML015C,29.0
YML016C,131.0
YML017W,63.0
YML018C,11.0
YML019W,69.0
YML020W,19.0
YML021C,24.0
YML022W,17.0
YML023C,5.0
YML024W,49.0
YML025C,33.0
YML026C,44.0
YML027W,21.0
YML028W,147.0
YML029W,79.0
YML030W,78.0
YML031C-A,
YML031W,27.0
YML032C,277.0
YML032C-A,
YML033W,
YML034C-A,
YML034W,114.0
YML035C,70.0
YML035C-A,
YML036W,11.0
YML037C,40.0
YML038C,93.0
YML039W,
YML040W,
YML041C,282.0
YML042W,31.0
YML043C,9.0
YML045W,
YML045W-A,
YML046W,40.0
YML047C,32.0
YML047W-A,
YML048W,147.0
YML048W-A,
YML049C,61.0
YML050W,7.0
YML051W,52.0
YML052W,53.0
YML053C,8.0
YML054C,22.0
YML054C-A,1.0
YML055W,61.0
YML056C,61.0
YML057C-A,
YML057W,31.0
YML058C-A,
YML058W,62.0
YML058W-A,7.0
YML059C,16.0
YML060W,15.0
YML061C,79.0
YML062C,89.0
YML063W,126.0
YML064C,33.0
YML065W,36.0
YML066C,52.0
YML067C,49.0
YML068W,21.0
YML069W,69.0
YML070W,17.0
YML071C,182.0
YML072C,69.0
YML073C,104.0
YML074C,64.0
YML075C,72.0
YML076C,11.0
YML077W,31.0
YML078W,10.0
YML079W,10.0
YML080W,14.0
YML081CA,
YML081C-A,74.0
YML081W,18.0
YML082W,25.0
YML083C,16.0
YML084W,
YML085C,89.0
YML086C,38.0
YML087C,4.0
YML088W,23.0
YML089C,
YML090W,
YML091C,17.0
YML092C,45.0
YML093W,27.0
YML094C-A,
YML094W,248.0
YML095C,34.0
YML095C-A,
YML096W,21.0
YML097C,216.0
YML098W,62.0
YML099C,26.0
YML099W-A,
YML100W,24.0
YML100WA,
YML100W-A,4.0
YML101C,16.0
YML101C-A,
YML102C-A,
YML102W,58.0
YML103C,156.0
YML104C,36.0
YML105C,34.0
YML106W,60.0
YML107C,53.0
YML108W,16.0
YML109W,50.0
YML110C,10.0
YML111W,29.0
YML112W,139.0
YML113W,16.0
YML114C,22.0
YML115C,33.0
YML116W,7.0
YML116W-A,
YML117W,45.0
YML117W-A,
YML118W,9.0
YML119W,23.0
YML120C,25.0
YML121W,144.0
YML122C,
YML123C,93.0
YML124C,114.0
YML125C,72.0
YML126C,37.0
YML127W,45.0
YML128C,209.0
YML129C,20.0
YML130C,9.0
YML131W,2.0
YML132W,3.0
YML133C,3.0
YML133W-A,
YML133W-B,
YMR001C,79.0
YMR001C-A,2.0
YMR002W,13.0
YMR003W,71.0
YMR004W,61.0
YMR005W,42.0
YMR006C,18.0
YMR007W,
YMR008C,16.0
YMR009W,19.0
YMR010W,56.0
YMR011W,41.0
YMR012W,90.0
YMR013C,10.0
YMR013C-A,
YMR013W-A,
YMR014W,8.0
YMR015C,107.0
YMR016C,78.0
YMR017W,13.0
YMR018W,8.0
YMR019W,21.0
YMR020W,22.0
YMR021C,29.0
YMR022W,130.0
YMR023C,75.0
YMR024W,40.0
YMR025W,35.0
YMR026C,64.0
YMR027W,10.0
YMR028W,22.0
YMR029C,49.0
YMR030W,35.0
YMR030W-A,
YMR031C,33.0
YMR031WA,
YMR031W-A,
YMR032W,89.0
YMR033W,49.0
YMR034C,12.0
YMR035W,40.0
YMR036C,51.0
YMR037C,66.0
YMR038C,84.0
YMR039C,153.0
YMR040W,9.0
YMR041C,13.0
YMR042W,11.0
YMR043W,27.0
YMR044W,52.0
YMR045C,
YMR046C,
YMR046W-A,
YMR047C,45.0
YMR048W,130.0
YMR049C,96.0
YMR050C,
YMR051C,
YMR052C-A,
YMR052W,84.0
YMR053C,36.0
YMR054W,58.0
YMR055C,97.0
YMR056C,11.0
YMR057C,
YMR058W,42.0
YMR059W,6.0
YMR060C,144.0
YMR061W,57.0
YMR062C,51.0
YMR063W,90.0
YMR064W,9.0
YMR065W,19.0
YMR066W,13.0
YMR067C,60.0
YMR068W,27.0
YMR069W,3.0
YMR070W,97.0
YMR071C,27.0
YMR072W,40.0
YMR073C,51.0
YMR074C,36.0
YMR075CA,
YMR075C-A,
YMR075W,148.0
YMR076C,34.0
YMR077C,95.0
YMR078C,227.0
YMR079W,42.0
YMR080C,128.0
YMR081C,10.0
YMR082C,
YMR083W,119.0
YMR084W,2.0
YMR085W,1.0
YMR086C-A,
YMR086W,20.0
YMR087W,12.0
YMR088C,8.0
YMR089C,38.0
YMR090W,4.0
YMR091C,41.0
YMR092C,21.0
YMR093W,57.0
YMR094W,28.0
YMR095C,21.0
YMR096W,24.0
YMR097C,11.0
YMR098C,6.0
YMR099C,23.0
YMR100W,85.0
YMR101C,6.0
YMR102C,16.0
YMR103C,
YMR104C,22.0
YMR105C,46.0
YMR105W-A,
YMR106C,52.0
YMR107W,7.0
YMR108W,21.0
YMR109W,75.0
YMR110C,18.0
YMR111C,28.0
YMR112C,52.0
YMR113W,4.0
YMR114C,9.0
YMR115W,59.0
YMR116C,237.0
YMR117C,47.0
YMR118C,4.0
YMR119W,16.0
YMR119WA,
YMR119W-A,
YMR120C,44.0
YMR121C,22.0
YMR122C,
YMR122W-A,9.0
YMR123W,169.0
YMR124W,29.0
YMR125W,108.0
YMR126C,14.0
YMR127C,51.0
YMR128W,62.0
YMR129W,62.0
YMR130W,5.0
YMR131C,20.0
YMR132C,13.0
YMR133W,12.0
YMR134W,10.0
YMR135C,48.0
YMR135W-A,
YMR136W,16.0
YMR137C,12.0
YMR138W,36.0
YMR139W,57.0
YMR140W,48.0
YMR141C,
YMR141W-A,
YMR142C,83.0
YMR143W,78.0
YMR144W,33.0
YMR145C,46.0
YMR146C,59.0
YMR147W,18.0
YMR148W,20.0
YMR149W,77.0
YMR150C,12.0
YMR151W,
YMR152W,20.0
YMR153CA,
YMR153C-A,
YMR153W,71.0
YMR154C,147.0
YMR155W,24.0
YMR156C,13.0
YMR157C,36.0
YMR158C-A,7.0
YMR158W,24.0
YMR158W-A,
YMR158W-B,
YMR159C,24.0
YMR160W,24.0
YMR161W,86.0
YMR162C,14.0
YMR163C,14.0
YMR164C,31.0
YMR165C,62.0
YMR166C,32.0
YMR167W,58.0
YMR168C,43.0
YMR169C,9.0
YMR170C,13.0
YMR171C,10.0
YMR172CA,
YMR172C-A,
YMR172W,19.0
YMR173W,23.0
YMR173WA,
YMR173W-A,
YMR174C,11.0
YMR175W,8.0
YMR175W-A,1.0
YMR176W,18.0
YMR177W,6.0
YMR178W,7.0
YMR179W,84.0
YMR180C,13.0
YMR181C,14.0
YMR182C,15.0
YMR182W-A,
YMR183C,150.0
YMR184W,22.0
YMR185W,4.0
YMR186W,182.0
YMR187C,9.0
YMR188C,33.0
YMR189W,19.0
YMR190C,131.0
YMR191W,18.0
YMR192W,20.0
YMR193C-A,
YMR193W,32.0
YMR194C-A,
YMR194C-B,1.0
YMR194W,100.0
YMR195W,8.0
YMR196W,25.0
YMR197C,44.0
YMR198W,270.0
YMR199W,80.0
YMR200W,50.0
YMR201C,92.0
YMR202W,278.0
YMR203W,30.0
YMR204C,20.0
YMR205C,162.0
YMR206W,10.0
YMR207C,60.0
YMR208W,19.0
YMR209C,12.0
YMR210W,14.0
YMR211W,6.0
YMR212C,15.0
YMR213W,43.0
YMR214W,82.0
YMR215W,26.0
YMR216C,149.0
YMR217W,12.0
YMR218C,29.0
YMR219W,45.0
YMR220W,13.0
YMR221C,16.0
YMR222C,5.0
YMR223W,176.0
YMR224C,186.0
YMR225C,13.0
YMR226C,25.0
YMR227C,38.0
YMR228W,15.0
YMR229C,159.0
YMR230W,52.0
YMR230W-A,
YMR231W,57.0
YMR232W,25.0
YMR233W,17.0
YMR234W,31.0
YMR235C,58.0
YMR236W,66.0
YMR237W,68.0
YMR238W,25.0
YMR239C,31.0
YMR240C,46.0
YMR241W,71.0
YMR242C,141.0
YMR242W-A,2.0
YMR243C,48.0
YMR244CA,
YMR244C-A,20.0
YMR244W,20.0
YMR245W,
YMR246W,45.0
YMR247C,12.0
YMR247W-A,
YMR250W,21.0
YMR251W,4.0
YMR251WA,
YMR251W-A,13.0
YMR252C,4.0
YMR253C,9.0
YMR254C,
YMR255W,25.0
YMR256C,104.0
YMR257C,5.0
YMR258C,19.0
YMR259C,8.0
YMR260C,26.0
YMR261C,21.0
YMR262W,6.0
YMR263W,235.0
YMR264W,99.0
YMR265C,2.0
YMR266W,20.0
YMR267W,66.0
YMR268C,20.0
YMR269W,91.0
YMR270C,19.0
YMR271C,16.0
YMR272C,315.0
YMR272W-A,
YMR272W-B,1.0
YMR273C,93.0
YMR274C,55.0
YMR275C,60.0
YMR276W,31.0
YMR277W,29.0
YMR278W,4.0
YMR279C,10.0
YMR280C,19.0
YMR281W,5.0
YMR282C,78.0
YMR283C,23.0
YMR284W,67.0
YMR285C,41.0
YMR286W,9.0
YMR287C,47.0
YMR288W,55.0
YMR289W,21.0
YMR290C,157.0
YMR290W-A,
YMR291W,19.0
YMR292W,53.0
YMR293C,50.0
YMR294W,110.0
YMR294WA,
YMR294W-A,
YMR295C,29.0
YMR296C,25.0
YMR297W,26.0
YMR298W,15.0
YMR299C,93.0
YMR300C,25.0
YMR301C,5.0
YMR302C,30.0
YMR303C,32.0
YMR304C-A,
YMR304W,70.0
YMR305C,14.0
YMR306CA,
YMR306C-A,
YMR306W,15.0
YMR307C-A,
YMR307W,271.0
YMR308C,74.0
YMR309C,70.0
YMR310C,13.0
YMR311C,24.0
YMR312W,161.0
YMR313C,29.0
YMR314W,74.0
YMR315W,25.0
YMR315W-A,
YMR316C-A,
YMR316C-B,
YMR316W,24.0
YMR317W,8.0
YMR318C,22.0
YMR319C,36.0
YMR320W,
YMR321C,
YMR322C,5.0
YMR323W,4.0
YMR324C,
YMR325W,2.0
YMR326C,
YNL001W,49.0
YNL002C,83.0
YNL003C,83.0
YNL004W,42.0
YNL005C,42.0
YNL006W,43.0
YNL007C,66.0
YNL008C,28.0
YNL009W,25.0
YNL010W,33.0
YNL011C,6.0
YNL012W,14.0
YNL013C,
YNL014W,32.0
YNL015W,21.0
YNL016W,65.0
YNL017C,
YNL018C,
YNL019C,2.0
YNL020C,23.0
YNL021W,191.0
YNL022C,37.0
YNL023C,18.0
YNL024C,15.0
YNL024C-A,4.0
YNL025C,99.0
YNL026W,11.0
YNL027W,67.0
YNL028W,
YNL029C,9.0
YNL030W,132.0
YNL031C,176.0
YNL032W,102.0
YNL033W,2.0
YNL034W,7.0
YNL035C,10.0
YNL036W,9.0
YNL037C,99.0
YNL038W,16.0
YNL039W,14.0
YNL040W,27.0
YNL041C,205.0
YNL042W,17.0
YNL042W-B,
YNL043C,
YNL044W,73.0
YNL045W,19.0
YNL046W,17.0
YNL047C,31.0
YNL048W,5.0
YNL049C,37.0
YNL050C,3.0
YNL051W,163.0
YNL052W,110.0
YNL053W,49.0
YNL054W,36.0
YNL054W-A,
YNL055C,109.0
YNL056W,74.0
YNL057W,
YNL058C,17.0
YNL059C,24.0
YNL061W,92.0
YNL062C,10.0
YNL063W,8.0
YNL064C,276.0
YNL065W,17.0
YNL066W,15.0
YNL067W,50.0
YNL067W-A,
YNL067W-B,1.0
YNL068C,64.0
YNL069C,116.0
YNL070W,50.0
YNL071W,104.0
YNL072W,46.0
YNL073W,68.0
YNL074C,23.0
YNL075W,29.0
YNL076W,125.0
YNL077W,35.0
YNL078W,35.0
YNL079C,233.0
YNL080C,168.0
YNL081C,124.0
YNL082W,37.0
YNL083W,9.0
YNL084C,143.0
YNL085W,60.0
YNL086W,42.0
YNL087W,27.0
YNL088W,51.0
YNL089C,
YNL090W,45.0
YNL091W,169.0
YNL092W,8.0
YNL093W,27.0
YNL094W,42.0
YNL095C,15.0
YNL096C,98.0
YNL097C,313.0
YNL097C-B,1.0
YNL097W-A,
YNL098C,186.0
YNL099C,108.0
YNL100W,16.0
YNL101W,15.0
YNL102W,41.0
YNL103W,28.0
YNL103W-A,
YNL104C,29.0
YNL105W,
YNL106C,76.0
YNL107W,224.0
YNL108C,16.0
YNL109W,
YNL110C,92.0
YNL111C,43.0
YNL112W,70.0
YNL113W,51.0
YNL114C,
YNL115C,15.0
YNL116W,40.0
YNL117W,31.0
YNL118C,37.0
YNL119W,75.0
YNL120C,
YNL121C,83.0
YNL122C,19.0
YNL123W,14.0
YNL124W,14.0
YNL125C,25.0
YNL126W,17.0
YNL127W,65.0
YNL128W,19.0
YNL129W,14.0
YNL130C,38.0
YNL130C-A,1.0
YNL131W,51.0
YNL132W,119.0
YNL133C,10.0
YNL134C,14.0
YNL135C,105.0
YNL136W,215.0
YNL137C,30.0
YNL138W,58.0
YNL138W-A,5.0
YNL139C,29.0
YNL140C,
YNL141W,141.0
YNL142W,9.0
YNL143C,
YNL144C,7.0
YNL144W-A,
YNL145W,11.0
YNL146C-A,1.0
YNL146W,14.0
YNL147W,290.0
YNL148C,15.0
YNL149C,13.0
YNL150W,
YNL151C,38.0
YNL152W,11.0
YNL153C,270.0
YNL154C,46.0
YNL155W,24.0
YNL156C,17.0
YNL157W,11.0
YNL158W,10.0
YNL159C,11.0
YNL160W,6.0
YNL161W,30.0
YNL162W,18.0
YNL162W-A,2.0
YNL163C,9.0
YNL164C,7.0
YNL165W,9.0
YNL166C,26.0
YNL167C,32.0
YNL168C,4.0
YNL169C,115.0
YNL170W,
YNL171C,
YNL172W,32.0
YNL173C,13.0
YNL174W,
YNL175C,32.0
YNL176C,9.0
YNL177C,19.0
YNL178W,137.0
YNL179C,
YNL180C,9.0
YNL181W,27.0
YNL182C,38.0
YNL183C,27.0
YNL184C,
YNL185C,5.0
YNL186W,61.0
YNL187W,13.0
YNL188W,12.0
YNL189W,138.0
YNL190W,22.0
YNL191W,5.0
YNL192W,27.0
YNL193W,2.0
YNL194C,16.0
