ID,Physical interaction
YNL195C,8.0
YNL196C,9.0
YNL197C,36.0
YNL198C,
YNL199C,172.0
YNL200C,15.0
YNL201C,54.0
YNL202W,6.0
YNL203C,
YNL204C,6.0
YNL205C,
YNL206C,55.0
YNL207W,28.0
YNL208W,19.0
YNL209W,138.0
YNL210W,6.0
YNL211C,2.0
YNL212W,14.0
YNL213C,7.0
YNL214W,17.0
YNL215W,74.0
YNL216W,40.0
YNL217W,6.0
YNL218W,36.0
YNL219C,52.0
YNL220W,20.0
YNL221C,25.0
YNL222W,48.0
YNL223W,5.0
YNL224C,39.0
YNL225C,48.0
YNL226W,
YNL227C,49.0
YNL228W,
YNL229C,126.0
YNL230C,9.0
YNL231C,16.0
YNL232W,37.0
YNL233W,65.0
YNL234W,4.0
YNL235C,
YNL236W,93.0
YNL237W,6.0
YNL238W,98.0
YNL239W,14.0
YNL240C,12.0
YNL241C,36.0
YNL242W,15.0
YNL243W,64.0
YNL244C,35.0
YNL245C,24.0
YNL246W,48.0
YNL247W,13.0
YNL248C,72.0
YNL249C,15.0
YNL250W,143.0
YNL251C,40.0
YNL252C,40.0
YNL253W,20.0
YNL254C,9.0
YNL255C,31.0
YNL256W,8.0
YNL257C,9.0
YNL258C,27.0
YNL259C,12.0
YNL260C,7.0
YNL261W,34.0
YNL262W,55.0
YNL263C,25.0
YNL264C,15.0
YNL265C,13.0
YNL266W,
YNL267W,23.0
YNL268W,15.0
YNL269W,5.0
YNL270C,3.0
YNL271C,99.0
YNL272C,75.0
YNL273W,83.0
YNL274C,11.0
YNL275W,4.0
YNL276C,
YNL277W,11.0
YNL277W-A,1.0
YNL278W,19.0
YNL279W,9.0
YNL280C,28.0
YNL281W,20.0
YNL282W,20.0
YNL283C,40.0
YNL284C,27.0
YNL284C-A,
YNL284C-B,
YNL285W,
YNL286W,17.0
YNL287W,81.0
YNL288W,51.0
YNL289W,27.0
YNL290W,42.0
YNL291C,37.0
YNL292W,8.0
YNL293W,31.0
YNL294C,99.0
YNL295W,8.0
YNL296W,
YNL297C,141.0
YNL298W,221.0
YNL299W,24.0
YNL300W,15.0
YNL301C,69.0
YNL302C,45.0
YNL303W,
YNL304W,24.0
YNL305C,8.0
YNL306W,38.0
YNL307C,120.0
YNL308C,56.0
YNL309W,24.0
YNL310C,6.0
YNL311C,8.0
YNL312W,103.0
YNL313C,15.0
YNL314W,27.0
YNL315C,21.0
YNL316C,6.0
YNL317W,19.0
YNL318C,3.0
YNL319W,
YNL320W,5.0
YNL321W,12.0
YNL322C,77.0
YNL323W,67.0
YNL324W,
YNL325C,27.0
YNL326C,7.0
YNL327W,14.0
YNL328C,6.0
YNL329C,30.0
YNL330C,156.0
YNL331C,3.0
YNL332W,2.0
YNL333W,12.0
YNL334C,6.0
YNL335W,2.0
YNL336W,8.0
YNL337W,
YNL338W,
YNL339C,10.0
YNL339W-A,
YNL339W-B,
YNR001C,32.0
YNR001W-A,
YNR002C,11.0
YNR003C,33.0
YNR003W-A,
YNR004W,51.0
YNR005C,
YNR006W,267.0
YNR007C,86.0
YNR008W,27.0
YNR009W,27.0
YNR010W,295.0
YNR011C,31.0
YNR012W,15.0
YNR013C,29.0
YNR014W,9.0
YNR015W,22.0
YNR016C,53.0
YNR017W,36.0
YNR018W,34.0
YNR019W,48.0
YNR020C,96.0
YNR021W,35.0
YNR022C,30.0
YNR023W,32.0
YNR024W,13.0
YNR025C,
YNR026C,17.0
YNR027W,5.0
YNR028W,24.0
YNR029C,13.0
YNR030W,68.0
YNR031C,86.0
YNR032CA,
YNR032C-A,24.0
YNR032W,73.0
YNR033W,24.0
YNR034W,27.0
YNR034W-A,2.0
YNR035C,35.0
YNR036C,9.0
YNR037C,25.0
YNR038W,19.0
YNR039C,25.0
YNR040W,8.0
YNR041C,86.0
YNR042W,
YNR043W,18.0
YNR044W,23.0
YNR045W,8.0
YNR046W,28.0
YNR047W,37.0
YNR048W,15.0
YNR049C,40.0
YNR050C,12.0
YNR051C,322.0
YNR052C,92.0
YNR053C,54.0
YNR054C,12.0
YNR055C,32.0
YNR056C,2.0
YNR057C,5.0
YNR058W,9.0
YNR059W,12.0
YNR060W,8.0
YNR061C,5.0
YNR062C,4.0
YNR063W,4.0
YNR064C,12.0
YNR065C,12.0
YNR066C,8.0
YNR067C,9.0
YNR068C,3.0
YNR069C,14.0
YNR070W,8.0
YNR071C,12.0
YNR072W,9.0
YNR073C,2.0
YNR074C,9.0
YNR075C-A,1.0
YNR075W,6.0
YNR076W,1.0
YNR077C,
YOL001W,205.0
YOL002C,14.0
YOL003C,38.0
YOL004W,337.0
YOL005C,46.0
YOL006C,157.0
YOL007C,9.0
YOL008W,53.0
YOL009C,181.0
YOL010W,31.0
YOL011W,23.0
YOL012C,316.0
YOL013C,71.0
YOL013W-A,23.0
YOL013W-B,
YOL014W,12.0
YOL015W,6.0
YOL016C,40.0
YOL017W,27.0
YOL018C,255.0
YOL019W,23.0
YOL019W-A,
YOL020W,27.0
YOL021C,35.0
YOL022C,5.0
YOL023W,74.0
YOL024W,6.0
YOL025W,16.0
YOL026C,13.0
YOL027C,62.0
YOL028C,14.0
YOL029C,18.0
YOL030W,35.0
YOL031C,60.0
YOL032W,7.0
YOL033W,8.0
YOL034W,25.0
YOL035C,
YOL036W,28.0
YOL037C,
YOL038C-A,2.0
YOL038W,98.0
YOL039W,57.0
YOL040C,64.0
YOL041C,179.0
YOL042W,11.0
YOL043C,33.0
YOL044W,55.0
YOL045W,53.0
YOL046C,
YOL047C,3.0
YOL048C,5.0
YOL049W,36.0
YOL050C,
YOL051W,81.0
YOL052C,73.0
YOL052CA,
YOL052C-A,2.0
YOL053C-A,
YOL053W,39.0
YOL054W,63.0
YOL055C,7.0
YOL056W,22.0
YOL057W,10.0
YOL058W,15.0
YOL059W,24.0
YOL060C,10.0
YOL061W,34.0
YOL062C,14.0
YOL063C,16.0
YOL064C,128.0
YOL065C,34.0
YOL066C,8.0
YOL067C,105.0
YOL068C,44.0
YOL069W,88.0
YOL070C,40.0
YOL071W,21.0
YOL072W,80.0
YOL073C,10.0
YOL075C,7.0
YOL076W,39.0
YOL077C,97.0
YOL077W-A,3.0
YOL078W,21.0
YOL079W,
YOL080C,19.0
YOL081W,253.0
YOL082W,40.0
YOL083C-A,
YOL083W,19.0
YOL084W,10.0
YOL085C,
YOL085W-A,
YOL086C,130.0
YOL086W-A,8.0
YOL087C,30.0
YOL088C,24.0
YOL089C,29.0
YOL090W,80.0
YOL091W,33.0
YOL092W,18.0
YOL093W,29.0
YOL094C,37.0
YOL095C,68.0
YOL096C,35.0
YOL097C,12.0
YOL097W-A,1.0
YOL098C,19.0
YOL099C,
YOL100W,11.0
YOL101C,16.0
YOL102C,8.0
YOL103W,16.0
YOL103W-A,
YOL103W-B,
YOL104C,13.0
YOL105C,27.0
YOL106W,
YOL107W,14.0
YOL108C,164.0
YOL109W,33.0
YOL110W,29.0
YOL111C,74.0
YOL112W,76.0
YOL113W,28.0
YOL114C,4.0
YOL115W,67.0
YOL116W,78.0
YOL117W,16.0
YOL118C,
YOL119C,10.0
YOL120C,48.0
YOL121C,30.0
YOL122C,27.0
YOL123W,43.0
YOL124C,52.0
YOL125W,13.0
YOL126C,22.0
YOL127W,136.0
YOL128C,12.0
YOL129W,36.0
YOL130W,22.0
YOL131W,10.0
YOL132W,24.0
YOL133W,30.0
YOL134C,
YOL135C,52.0
YOL136C,31.0
YOL137W,20.0
YOL138C,16.0
YOL139C,98.0
YOL140W,5.0
YOL141W,9.0
YOL142W,16.0
YOL143C,24.0
YOL144W,26.0
YOL145C,78.0
YOL146W,19.0
YOL147C,34.0
YOL148C,60.0
YOL149W,51.0
YOL150C,
YOL151W,20.0
YOL152W,14.0
YOL153C,
YOL154W,8.0
YOL155C,19.0
YOL155W-A,
YOL156W,3.0
YOL157C,2.0
YOL158C,8.0
YOL159C,9.0
YOL159C-A,1.0
YOL160W,
YOL161C,2.0
YOL162W,4.0
YOL163W,7.0
YOL164W,2.0
YOL164W-A,1.0
YOL165C,2.0
YOL166C,
YOL166W-A,
YOR001W,164.0
YOR002W,133.0
YOR003W,12.0
YOR004W,15.0
YOR005C,20.0
YOR006C,29.0
YOR007C,92.0
YOR008C,93.0
YOR008C-A,29.0
YOR008W-B,
YOR009W,15.0
YOR010C,4.0
YOR011W,13.0
YOR011W-A,
YOR012W,14.0
YOR013W,
YOR014W,128.0
YOR015W,
YOR016C,66.0
YOR017W,42.0
YOR018W,28.0
YOR019W,9.0
YOR020C,18.0
YOR020W-A,4.0
YOR021C,8.0
YOR022C,7.0
YOR023C,41.0
YOR024W,
YOR025W,81.0
YOR026W,199.0
YOR027W,77.0
YOR028C,35.0
YOR029W,
YOR030W,128.0
YOR031W,15.0
YOR032C,17.0
YOR032W-A,
YOR033C,76.0
YOR034C,11.0
YOR034C-A,
YOR035C,149.0
YOR036W,62.0
YOR037W,37.0
YOR038C,144.0
YOR039W,167.0
YOR040W,41.0
YOR041C,
YOR042W,38.0
YOR043W,120.0
YOR044W,19.0
YOR045W,30.0
YOR046C,67.0
YOR047C,38.0
YOR048C,31.0
YOR049C,28.0
YOR050C,
YOR051C,16.0
YOR052C,12.0
YOR053W,
YOR054C,72.0
YOR055W,
YOR056C,31.0
YOR057W,23.0
YOR058C,88.0
YOR059C,16.0
YOR060C,11.0
YOR061W,153.0
YOR062C,7.0
YOR063W,183.0
YOR064C,25.0
YOR065W,158.0
YOR066W,33.0
YOR067C,112.0
YOR068C,92.0
YOR069W,156.0
YOR070C,217.0
YOR071C,9.0
YOR072W,
YOR072W-A,
YOR072W-B,
YOR073W,49.0
YOR073W-A,
YOR074C,12.0
YOR075W,18.0
YOR076C,62.0
YOR077W,5.0
YOR078W,116.0
YOR079C,16.0
YOR080W,179.0
YOR081C,16.0
YOR082C,
YOR083W,91.0
YOR084W,14.0
YOR085W,141.0
YOR086C,28.0
YOR087W,27.0
YOR088W,
YOR089C,226.0
YOR090C,21.0
YOR091W,15.0
YOR092W,24.0
YOR093C,18.0
YOR094W,34.0
YOR095C,14.0
YOR096W,141.0
YOR097C,5.0
YOR098C,37.0
YOR099W,24.0
YOR100C,18.0
YOR101W,27.0
YOR102W,
YOR103C,22.0
YOR104W,20.0
YOR105W,
YOR106W,145.0
YOR107W,12.0
YOR108C-A,
YOR108W,27.0
YOR109W,140.0
YOR110W,17.0
YOR111W,10.0
YOR112W,30.0
YOR113W,44.0
YOR114W,13.0
YOR115C,52.0
YOR116C,52.0
YOR117W,100.0
YOR118W,10.0
YOR119C,21.0
YOR120W,20.0
YOR121C,
YOR122C,45.0
YOR123C,189.0
YOR124C,46.0
YOR125C,105.0
YOR126C,21.0
YOR127W,61.0
YOR128C,29.0
YOR129C,8.0
YOR130C,19.0
YOR131C,22.0
YOR132W,151.0
YOR133W,76.0
YOR134W,13.0
YOR135C,
YOR136W,114.0
YOR137C,4.0
YOR138C,14.0
YOR139C,
YOR140W,88.0
YOR141C,141.0
YOR142W,47.0
YOR142W-B,
YOR143C,7.0
YOR144C,87.0
YOR145C,39.0
YOR146W,
YOR147W,55.0
YOR148C,13.0
YOR149C,13.0
YOR150W,25.0
YOR151C,95.0
YOR152C,4.0
YOR153W,47.0
YOR154W,48.0
YOR155C,15.0
YOR156C,65.0
YOR157C,50.0
YOR158W,34.0
YOR159C,36.0
YOR160W,13.0
YOR161C,9.0
YOR161C-C,
YOR161W-A,
YOR161W-B,
YOR162C,18.0
YOR163W,20.0
YOR164C,64.0
YOR165W,49.0
YOR166C,13.0
YOR167C,39.0
YOR168W,14.0
YOR169C,
YOR170W,
YOR171C,59.0
YOR172W,17.0
YOR173W,18.0
YOR174W,60.0
YOR175C,31.0
YOR176W,20.0
YOR177C,22.0
YOR178C,25.0
YOR179C,33.0
YOR180C,12.0
YOR181W,54.0
YOR182C,50.0
YOR183W,32.0
YOR184W,62.0
YOR185C,31.0
YOR186C-A,
YOR186W,2.0
YOR187W,64.0
YOR188W,31.0
YOR189W,95.0
YOR190W,4.0
YOR191W,63.0
YOR192C,16.0
YOR192C-A,
YOR192C-B,
YOR192C-C,2.0
YOR193W,14.0
YOR194C,15.0
YOR195W,70.0
YOR196C,136.0
YOR197W,28.0
YOR198C,117.0
YOR199W,
YOR200W,
YOR201C,40.0
YOR202W,17.0
YOR203W,
YOR204W,194.0
YOR205C,61.0
YOR206W,85.0
YOR207C,53.0
YOR208W,29.0
YOR209C,79.0
YOR210W,68.0
YOR211C,26.0
YOR212W,30.0
YOR213C,26.0
YOR214C,10.0
YOR215C,9.0
YOR216C,199.0
YOR217W,39.0
YOR218C,
YOR219C,8.0
YOR220W,16.0
YOR221C,83.0
YOR222W,17.0
YOR223W,25.0
YOR224C,65.0
YOR225W,
YOR226C,6.0
YOR227W,18.0
YOR228C,30.0
YOR229W,28.0
YOR230W,18.0
YOR231C-A,
YOR231W,48.0
YOR232W,35.0
YOR233W,70.0
YOR234C,38.0
YOR235W,
YOR236W,8.0
YOR237W,12.0
YOR238W,9.0
YOR239W,30.0
YOR240W,
YOR241W,108.0
YOR242C,31.0
YOR243C,30.0
YOR244W,54.0
YOR245C,34.0
YOR246C,39.0
YOR247W,23.0
YOR248W,
YOR249C,26.0
YOR250C,13.0
YOR251C,32.0
YOR252W,13.0
YOR253W,18.0
YOR254C,73.0
YOR255W,5.0
YOR256C,4.0
YOR257W,43.0
YOR258W,13.0
YOR259C,76.0
YOR260W,25.0
YOR261C,70.0
YOR262W,15.0
YOR263C,
YOR264W,28.0
YOR265W,61.0
YOR266W,48.0
YOR267C,35.0
YOR268C,7.0
YOR269W,79.0
YOR270C,101.0
YOR271C,23.0
YOR272W,61.0
YOR273C,29.0
YOR274W,20.0
YOR275C,134.0
YOR276W,40.0
YOR277C,
YOR278W,3.0
YOR279C,26.0
YOR280C,7.0
YOR281C,18.0
YOR282W,
YOR283W,13.0
YOR284W,34.0
YOR285W,25.0
YOR286W,18.0
YOR287C,3.0
YOR288C,23.0
YOR289W,7.0
YOR290C,95.0
YOR291W,54.0
YOR292C,6.0
YOR293C-A,
YOR293W,73.0
YOR294W,81.0
YOR295W,54.0
YOR296W,9.0
YOR297C,64.0
YOR298CA,
YOR298C-A,49.0
YOR298W,6.0
YOR299W,21.0
YOR300W,
YOR301W,12.0
YOR302W,3.0
YOR303W,19.0
YOR304CA,
YOR304C-A,24.0
YOR304W,126.0
YOR305W,3.0
YOR306C,5.0
YOR307C,33.0
YOR308C,94.0
YOR309C,
YOR310C,80.0
YOR311C,132.0
YOR312C,92.0
YOR313C,18.0
YOR314W,
YOR314W-A,
YOR315W,22.0
YOR316C,23.0
YOR316C-A,1.0
YOR317W,52.0
YOR318C,
YOR319W,26.0
YOR320C,9.0
YOR321W,17.0
YOR322C,48.0
YOR323C,25.0
YOR324C,37.0
YOR325W,
YOR326W,92.0
YOR327C,103.0
YOR328W,16.0
YOR329C,33.0
YOR329W-A,
YOR330C,34.0
YOR331C,
YOR332W,55.0
YOR333C,
YOR334W,30.0
YOR335C,36.0
YOR335W-A,
YOR336W,24.0
YOR337W,26.0
YOR338W,2.0
YOR339C,7.0
YOR340C,39.0
YOR341W,73.0
YOR342C,7.0
YOR343C,
YOR343W-A,
YOR343W-B,
YOR344C,46.0
YOR345C,
YOR346W,33.0
YOR347C,17.0
YOR348C,16.0
YOR349W,98.0
YOR350C,57.0
YOR351C,34.0
YOR352W,6.0
YOR353C,7.0
YOR354C,33.0
YOR355W,68.0
YOR356W,7.0
YOR357C,24.0
YOR358W,107.0
YOR359W,29.0
YOR360C,174.0
YOR361C,70.0
YOR362C,86.0
YOR363C,16.0
YOR364W,
YOR365C,2.0
YOR366W,
YOR367W,9.0
YOR368W,79.0
YOR369C,29.0
YOR370C,27.0
YOR371C,15.0
YOR372C,15.0
YOR373W,27.0
YOR374W,16.0
YOR375C,28.0
YOR376W,
YOR376W-A,
YOR377W,14.0
YOR378W,9.0
YOR379C,
YOR380W,19.0
YOR381W,9.0
YOR381W-A,
YOR382W,10.0
YOR383C,9.0
YOR384W,3.0
YOR385W,5.0
YOR386W,10.0
YOR387C,2.0
YOR388C,3.0
YOR389W,2.0
YOR390W,2.0
YOR391C,3.0
YOR392W,
YOR393W,9.0
YOR394C-A,
YOR394W,6.0
YOR396C-A,
YOR396W,2.0
YPL001W,33.0
YPL002C,49.0
YPL003W,24.0
YPL004C,104.0
YPL005W,39.0
YPL006W,13.0
YPL007C,8.0
YPL008W,114.0
YPL009C,48.0
YPL010W,17.0
YPL011C,27.0
YPL012W,96.0
YPL013C,33.0
YPL014W,12.0
YPL015C,14.0
YPL016W,62.0
YPL017C,43.0
YPL018W,117.0
YPL019C,19.0
YPL020C,46.0
YPL021W,15.0
YPL022W,104.0
YPL023C,31.0
YPL024W,39.0
YPL025C,
YPL026C,42.0
YPL027W,9.0
YPL028W,58.0
YPL029W,36.0
YPL030W,16.0
YPL031C,49.0
YPL032C,38.0
YPL033C,6.0
YPL034W,7.0
YPL035C,
YPL036W,91.0
YPL037C,60.0
YPL038W,26.0
YPL038W-A,1.0
YPL039W,6.0
YPL040C,13.0
YPL041C,40.0
YPL042C,98.0
YPL043W,78.0
YPL044C,
YPL045W,36.0
YPL046C,23.0
YPL047W,115.0
YPL048W,43.0
YPL049C,65.0
YPL050C,25.0
YPL051W,153.0
YPL052W,9.0
YPL053C,16.0
YPL054W,14.0
YPL055C,239.0
YPL056C,29.0
YPL057C,229.0
YPL058C,61.0
YPL059W,20.0
YPL060C-A,
YPL060W,32.0
YPL061W,54.0
YPL062W,
YPL063W,18.0
YPL064C,25.0
YPL065W,41.0
YPL066W,49.0
YPL067C,8.0
YPL068C,21.0
YPL069C,309.0
YPL070W,23.0
YPL071C,7.0
YPL072W,11.0
YPL073C,
YPL074W,51.0
YPL075W,21.0
YPL076W,58.0
YPL077C,23.0
YPL078C,54.0
YPL079W,81.0
YPL080C,
YPL081W,48.0
YPL082C,60.0
YPL083C,12.0
YPL084W,47.0
YPL085W,34.0
YPL086C,180.0
YPL087W,30.0
YPL088W,18.0
YPL089C,42.0
YPL090C,131.0
YPL091W,35.0
YPL092W,12.0
YPL093W,130.0
YPL094C,73.0
YPL095C,8.0
YPL096C-A,11.0
YPL096W,13.0
YPL097W,3.0
YPL098C,59.0
YPL099C,11.0
YPL100W,46.0
YPL101W,154.0
YPL102C,
YPL103C,42.0
YPL104W,51.0
YPL105C,53.0
YPL106C,246.0
YPL107W,10.0
YPL108W,5.0
YPL109C,32.0
YPL110C,30.0
YPL111W,12.0
YPL112C,22.0
YPL113C,7.0
YPL114W,
YPL115C,59.0
YPL116W,22.0
YPL117C,21.0
YPL118W,50.0
YPL119C,26.0
YPL119C-A,1.0
YPL120W,135.0
YPL121C,19.0
YPL122C,24.0
YPL123C,10.0
YPL124W,44.0
YPL125W,49.0
YPL126W,66.0
YPL127C,62.0
YPL128C,22.0
YPL129W,101.0
YPL130W,10.0
YPL131W,132.0
YPL132W,9.0
YPL133C,26.0
YPL134C,25.0
YPL135C-A,
YPL135W,39.0
YPL136W,
YPL137C,33.0
YPL138C,64.0
YPL139C,114.0
YPL140C,42.0
YPL141C,25.0
YPL142C,
YPL143W,45.0
YPL144W,61.0
YPL145C,95.0
YPL146C,63.0
YPL147W,20.0
YPL148C,60.0
YPL149W,30.0
YPL150W,55.0
YPL151C,45.0
YPL152W,41.0
YPL152W-A,1.0
YPL153C,88.0
YPL154C,38.0
YPL155C,32.0
YPL156C,25.0
YPL157W,140.0
YPL158C,170.0
YPL159C,24.0
YPL160W,20.0
YPL161C,116.0
YPL162C,12.0
YPL163C,9.0
YPL164C,5.0
YPL165C,16.0
YPL166W,16.0
YPL167C,62.0
YPL168W,13.0
YPL169C,68.0
YPL170W,29.0
YPL171C,27.0
YPL172C,105.0
YPL173W,18.0
YPL174C,142.0
YPL175W,49.0
YPL176C,13.0
YPL177C,42.0
YPL178W,150.0
YPL179W,31.0
YPL180W,93.0
YPL181W,115.0
YPL182C,
YPL183C,47.0
YPL183WA,
YPL183W-A,70.0
YPL184C,46.0
YPL185W,
YPL186C,11.0
YPL187W,6.0
YPL188W,42.0
YPL189C-A,8.0
YPL189W,14.0
YPL190C,35.0
YPL191C,21.0
YPL192C,16.0
YPL193W,14.0
YPL194W,75.0
YPL195W,89.0
YPL196W,9.0
YPL197C,
YPL198W,111.0
YPL199C,9.0
YPL200W,6.0
YPL201C,22.0
YPL202C,9.0
YPL203W,59.0
YPL204W,43.0
YPL205C,
YPL206C,10.0
YPL207W,26.0
YPL208W,11.0
YPL209C,39.0
YPL210C,21.0
YPL211W,69.0
YPL212C,33.0
YPL213W,204.0
YPL214C,15.0
YPL215W,18.0
YPL216W,39.0
YPL217C,84.0
YPL218W,31.0
YPL219W,15.0
YPL220W,112.0
YPL221W,27.0
YPL222C-A,
YPL222W,14.0
YPL223C,5.0
YPL224C,11.0
YPL225W,24.0
YPL226W,169.0
YPL227C,118.0
YPL228W,27.0
YPL229W,6.0
YPL230W,10.0
YPL231W,40.0
YPL232W,52.0
YPL233W,29.0
YPL234C,51.0
YPL235W,105.0
YPL236C,15.0
YPL237W,50.0
YPL238C,
YPL239W,56.0
YPL240C,97.0
YPL241C,82.0
YPL242C,26.0
YPL243W,18.0
YPL244C,20.0
YPL245W,11.0
YPL246C,68.0
YPL247C,5.0
YPL248C,30.0
YPL249C,51.0
YPL249CA,
YPL249C-A,95.0
YPL250C,25.0
YPL250W-A,
YPL251W,
YPL252C,4.0
YPL253C,33.0
YPL254W,60.0
YPL255W,34.0
YPL256C,115.0
YPL257W,10.0
YPL257W-A,
YPL257W-B,
YPL258C,15.0
YPL259C,43.0
YPL260W,29.0
YPL261C,
YPL262W,102.0
YPL263C,10.0
YPL264C,13.0
YPL265W,44.0
YPL266W,42.0
YPL267W,19.0
YPL268W,49.0
YPL269W,52.0
YPL270W,64.0
YPL271W,54.0
YPL272C,2.0
YPL273W,5.0
YPL274W,23.0
YPL275W,
YPL276W,
YPL277C,1.0
YPL278C,1.0
YPL279C,4.0
YPL280W,2.0
YPL281C,7.0
YPL282C,1.0
YPL283C,4.0
YPL283W-A,
YPL283W-B,
YPR001W,24.0
YPR002C-A,
YPR002W,13.0
YPR003C,21.0
YPR004C,18.0
YPR005C,13.0
YPR006C,8.0
YPR007C,15.0
YPR008W,21.0
YPR009W,21.0
YPR010C,89.0
YPR010C-A,4.0
YPR011C,11.0
YPR012W,
YPR013C,30.0
YPR014C,
YPR015C,30.0
YPR016C,91.0
YPR016W-A,
YPR017C,26.0
YPR018W,126.0
YPR019W,46.0
YPR020W,31.0
YPR021C,12.0
YPR022C,16.0
YPR023C,169.0
YPR024W,173.0
YPR025C,21.0
YPR026W,12.0
YPR027C,5.0
YPR028W,57.0
YPR029C,51.0
YPR030W,38.0
YPR031W,29.0
YPR032W,224.0
YPR033C,9.0
YPR034W,43.0
YPR035W,29.0
YPR036W,45.0
YPR036W-A,4.0
YPR037C,17.0
YPR038W,
YPR039W,
YPR040W,38.0
YPR041W,33.0
YPR042C,28.0
YPR043W,75.0
YPR044C,
YPR045C,83.0
YPR046W,77.0
YPR047W,44.0
YPR048W,9.0
YPR049C,30.0
YPR050C,
YPR051W,60.0
YPR052C,57.0
YPR053C,
YPR054W,10.0
YPR055W,26.0
YPR056W,21.0
YPR057W,148.0
YPR058W,24.0
YPR059C,
YPR060C,93.0
YPR061C,36.0
YPR062W,16.0
YPR063C,23.0
YPR064W,
YPR065W,33.0
YPR066W,58.0
YPR067W,17.0
YPR068C,19.0
YPR069C,95.0
YPR070W,221.0
YPR071W,21.0
YPR072W,49.0
YPR073C,16.0
YPR074C,100.0
YPR074W-A,
YPR075C,38.0
YPR076W,
YPR077C,
YPR078C,23.0
YPR079W,36.0
YPR080W,135.0
YPR081C,11.0
YPR082C,46.0
YPR083W,34.0
YPR084W,29.0
YPR085C,5.0
YPR086W,51.0
YPR087W,
YPR088C,20.0
YPR089W,89.0
YPR090W,
YPR091C,26.0
YPR092W,
YPR093C,25.0
YPR094W,7.0
YPR095C,40.0
YPR096C,20.0
YPR097W,16.0
YPR098C,19.0
YPR099C,
YPR100W,12.0
YPR101W,94.0
YPR102C,44.0
YPR103W,99.0
YPR104C,32.0
YPR105C,96.0
YPR106W,32.0
YPR107C,20.0
YPR108W,54.0
YPR108W-A,2.0
YPR109W,11.0
YPR110C,79.0
YPR111W,11.0
YPR112C,23.0
YPR113W,31.0
YPR114W,21.0
YPR115W,47.0
YPR116W,4.0
YPR117W,10.0
YPR118W,23.0
YPR119W,131.0
YPR120C,111.0
YPR121W,26.0
YPR122W,52.0
YPR123C,
YPR124W,18.0
YPR125W,14.0
YPR126C,
YPR127W,4.0
YPR128C,14.0
YPR129W,27.0
YPR130C,
YPR131C,15.0
YPR132W,22.0
YPR133C,20.0
YPR133WA,
YPR133W-A,29.0
YPR134W,72.0
YPR135W,211.0
YPR136C,
YPR137C-B,
YPR137W,47.0
YPR138C,29.0
YPR139C,14.0
YPR140W,38.0
YPR141C,217.0
YPR142C,
YPR143W,26.0
YPR144C,62.0
YPR145C-A,1.0
YPR145W,19.0
YPR146C,
YPR147C,9.0
YPR148C,12.0
YPR149W,24.0
YPR150W,
YPR151C,20.0
YPR152C,29.0
YPR153W,28.0
YPR154W,10.0
YPR155C,48.0
YPR156C,35.0
YPR157W,4.0
YPR158C-C,
YPR158C-D,
YPR158W,13.0
YPR158W-A,
YPR158W-B,
YPR159C-A,1.0
YPR159W,31.0
YPR160C-A,
YPR160W,89.0
YPR160W-A,
YPR161C,27.0
YPR162C,16.0
YPR163C,30.0
YPR164W,63.0
YPR165W,50.0
YPR166C,10.0
YPR167C,33.0
YPR168W,40.0
YPR169W,21.0
YPR169W-A,
YPR170C,
YPR170W-A,
YPR170W-B,3.0
YPR171W,46.0
YPR172W,11.0
YPR173C,102.0
YPR174C,27.0
YPR175W,25.0
YPR176C,46.0
YPR177C,
YPR178W,73.0
YPR179C,109.0
YPR180W,13.0
YPR181C,66.0
YPR182W,42.0
YPR183W,64.0
YPR184W,23.0
YPR185W,53.0
YPR186C,6.0
YPR187W,69.0
YPR188C,19.0
YPR189W,79.0
YPR190C,39.0
YPR191W,167.0
YPR192W,15.0
YPR193C,23.0
YPR194C,13.0
YPR195C,
YPR196W,5.0
YPR197C,
YPR198W,14.0
YPR199C,22.0
YPR200C,3.0
YPR201W,11.0
YPR202W,2.0
YPR203W,3.0
YPR204C-A,
YPR204W,2.0
