ID,Noise YEPD
YGR234W,18.7065885343
YGR235C,1.0696161999
YGR236C,
YGR237C,
YGR238C,
YGR239C,
YGR240C,0.1533709813
YGR240C-A,
YGR241C,-0.6995009656
YGR242W,
YGR243W,
YGR244C,5.3578298132
YGR245C,
YGR246C,
YGR247W,
YGR248W,
YGR249W,
YGR250C,-0.7167932519
YGR251W,-0.2131077802
YGR252W,
YGR253C,-1.3598142667
YGR254W,22.9153596659
YGR255C,
YGR256W,
YGR257C,
YGR258C,
YGR259C,
YGR260W,5.4335475259
YGR261C,-0.4152151434
YGR262C,1.7318456254
YGR263C,
YGR264C,-0.8458235022
YGR265W,
YGR266W,-1.6667353437
YGR267C,
YGR268C,
YGR269W,2.0289483291
YGR270C-A,
YGR270W,
YGR271C-A,-1.1795904477
YGR271W,
YGR272C,
YGR273C,
YGR274C,
YGR275W,-1.4621609336
YGR276C,
YGR277C,
YGR278W,
YGR279C,5.4634997784
YGR280C,2.6947100613
YGR281W,-0.2056163099
YGR282C,
YGR283C,
YGR284C,-1.7038793253
YGR285C,-1.5076228173
YGR286C,
YGR287C,
YGR288W,
YGR289C,
YGR290W,
YGR291C,
YGR292W,
YGR293C,
YGR294W,
YGR295C,4.6518458717
YGR296C-A,
YGR296C-B,
YGR296W,
YHL001W,-1.7301305685
YHL002C-A,
YHL002W,-0.0735397565
YHL003C,
YHL004W,1.2880342284
YHL005C,
YHL006C,
YHL006W-A,
YHL007C,-0.6256023051
YHL008C,
YHL009C,-1.9612046101
YHL009W-A,
YHL009W-B,
YHL010C,
YHL011C,-1.1249793358
YHL012W,
YHL013C,0.1147614106
YHL014C,
YHL015W,
YHL015W-A,
YHL016C,
YHL017W,
YHL018W,
YHL019C,
YHL019W-A,
YHL020C,1.0225755743
YHL021C,6.6393119941
YHL022C,
YHL023C,
YHL024W,
YHL025W,
YHL026C,
YHL027W,
YHL028W,
YHL029C,-1.5955787648
YHL030W,0.5723418342
YHL030W-A,
YHL031C,
YHL032C,
YHL033C,0.5002577332
YHL034C,-1.5980574791
YHL034W-A,
YHL035C,
YHL036W,
YHL037C,
YHL038C,
YHL039W,1.9921876142
YHL040C,
YHL041W,
YHL042W,
YHL043W,
YHL044W,
YHL045W,
YHL046C,
YHL046W-A,
YHL047C,
YHL048C-A,
YHL048W,-1.6249260193
YHL049C,
YHL050C,
YHL050W-A,
YHR001W,
YHR001WA,
YHR001W-A,2.9896577931
YHR002W,
YHR003C,0.5876768266
YHR004C,
YHR005C,-2.0062859892
YHR005CA,
YHR005C-A,
YHR006W,
YHR007C,0.7517114064
YHR007C-A,
YHR008C,7.2188095238
YHR009C,0.3467125811
YHR010W,5.4371478037
YHR011W,
YHR012W,
YHR013C,0.7285696676
YHR014W,
YHR015W,
YHR016C,
YHR017W,
YHR018C,2.8128222879
YHR019C,
YHR020W,
YHR021C,-2.185968612
YHR021WA,
YHR021W-A,
YHR022C,
YHR022C-A,
YHR023W,
YHR024C,1.0484209792
YHR025W,8.2771478037
YHR026W,-2.4525549534
YHR027C,-1.3925426065
YHR028C,
YHR028W-A,
YHR029C,
YHR030C,-0.3246332331
YHR031C,
YHR032C-A,
YHR032W,
YHR032W-A,
YHR033W,
YHR034C,
YHR035W,
YHR036W,
YHR037W,3.8764678421
YHR038W,
YHR039C,2.8313915528
YHR039CA,
YHR039C-A,-1.2101366019
YHR039C-B,
YHR040W,
YHR041C,
YHR042W,-1.5921397639
YHR043C,2.0204354828
YHR044C,
YHR045W,
YHR046C,1.8490638131
YHR047C,11.7307367374
YHR048W,
YHR049CA,
YHR049C-A,
YHR049W,3.2395252819
YHR050W,
YHR050W-A,
YHR051W,5.8823850055
YHR052W,0.3542332999
YHR052W-A,
YHR053C,
YHR054C,
YHR054W-A,
YHR055C,
YHR056C,
YHR056W-A,
YHR057C,
YHR058C,1.3528222879
YHR059W,
YHR060W,
YHR061C,
YHR062C,-1.3609963695
YHR063C,1.9850135208
YHR063W-A,
YHR064C,-0.9072131223
YHR065C,
YHR066W,0.6685756012
YHR067W,
YHR068W,-1.1753089538
YHR069C,-1.2792789924
YHR069C-A,
YHR070C-A,
YHR070W,-0.7476923797
YHR071C-A,
YHR071W,
YHR072W,-0.2015064701
YHR072W-A,0.2028787355
YHR073C-B,
YHR073W,-1.1880097695
YHR073W-A,
YHR074W,
YHR075C,
YHR076W,
YHR077C,-2.2645645172
YHR078W,
YHR079C,
YHR079C-A,
YHR079C-B,
YHR080C,
YHR081W,
YHR082C,-0.7652633467
YHR083W,
YHR084W,
YHR085W,-0.5194637089
YHR086W,-0.8173691925
YHR086W-A,
YHR087W,24.7018079408
YHR088W,
YHR089C,
YHR090C,
YHR091C,
YHR092C,
YHR093W,
YHR094C,
YHR095W,
YHR096C,
YHR097C,-1.4595645172
YHR098C,-2.462113307
YHR099W,
YHR100C,
YHR101C,
YHR102W,
YHR103W,
YHR104W,4.4865230947
YHR105W,
YHR106W,
YHR107C,
YHR108W,0.0430264859
YHR109W,
YHR110W,2.0771988835
YHR111W,0.2089196998
YHR112C,
YHR113W,
YHR114W,-1.8178131728
YHR115C,
YHR116W,-1.6329573092
YHR117W,0.7152660456
YHR118C,
YHR119W,0.1473192547
YHR120W,
YHR121W,
YHR122W,1.313755753
YHR123W,12.9282266804
YHR124W,
YHR125W,
YHR126C,
YHR127W,0.0425987128
YHR128W,
YHR129C,
YHR130C,
YHR131C,
YHR131W-A,
YHR132C,
YHR132W-A,-0.1479024191
YHR133C,0.4532808182
YHR134W,
YHR135C,0.3058978647
YHR136C,5.6656196273
YHR137C-A,
YHR137W,18.8876389946
YHR138C,
YHR139C,
YHR139C-A,
YHR140W,
YHR141C,-1.5777914558
YHR142W,-0.82951076
YHR143W,
YHR143WA,
YHR143W-A,
YHR144C,
YHR145C,
YHR146W,-1.1969652924
YHR147C,-0.3258833021
YHR148W,
YHR149C,-0.4882302607
YHR150W,
YHR151C,
YHR152W,
YHR153C,
YHR154W,
YHR155W,
YHR156C,
YHR157W,
YHR158C,0.7794212352
YHR159W,
YHR160C,
YHR161C,
YHR162W,0.3402769149
YHR163W,5.8257097658
YHR164C,
YHR165C,
YHR165W-A,
YHR166C,
YHR167W,
YHR168W,
YHR169W,-0.0652349639
YHR170W,-0.2150621529
YHR171W,
YHR172W,
YHR173C,
YHR174W,0.256558217
YHR175W,1.1740638131
YHR175W-A,
YHR176W,
YHR177W,
YHR178W,
YHR179W,6.786086248
YHR180C-B,
YHR180W,
YHR180W-A,
YHR181W,
YHR182C-A,
YHR182W,
YHR183W,4.9395419381
YHR184W,
YHR185C,
YHR186C,
YHR187W,0.2766271789
YHR188C,
YHR189W,
YHR190W,
YHR191C,
YHR192W,
YHR193C,-0.8869445353
YHR193C-A,
YHR194W,
YHR195W,
YHR196W,-0.322896079
YHR197W,0.0082531076
YHR198C,
YHR199C,
YHR199C-A,
YHR200W,-0.1670769004
YHR201C,-2.2566435496
YHR202W,
YHR203C,-1.7656362768
YHR204W,
YHR205W,0.6266066996
YHR206W,
YHR207C,0.8605966518
YHR208W,
YHR209W,
YHR210C,
YHR211W,
YHR212C,
YHR212W-A,
YHR213W,
YHR213W-A,
YHR213W-B,
YHR214C-B,
YHR214C-C,
YHR214C-D,
YHR214C-E,
YHR214W,
YHR214WA,
YHR214W-A,
YHR215W,
YHR216W,4.1256233501
YHR217C,
YHR218W,
YHR218W-A,
YHR219C-A,
YHR219W,
YIL001W,
YIL002C,
YIL002W-A,
YIL003W,
YIL004C,1.779207842
YIL005W,-0.2535397565
YIL006W,
YIL007C,
YIL008W,1.2164678421
YIL009C-A,
YIL009W,7.6592175296
YIL010W,
YIL011W,
YIL012W,
YIL013C,
YIL014C-A,
YIL014W,
YIL015C-A,
YIL015W,7.0859444024
YIL016W,-0.4909370665
YIL017C,
YIL017W,
YIL018W,
YIL019W,
YIL020C,2.3405362911
YIL020C-A,
YIL021C-A,
YIL021W,-1.4537645378
YIL022W,1.7427551433
YIL023C,
YIL024C,
YIL025C,
YIL026C,-2.6905798773
YIL027C,-0.2201045321
YIL028W,
YIL029C,
YIL029W-A,
YIL030C,-1.7483197809
YIL030W-A,
YIL031W,
YIL032C,
YIL033C,3.3483159299
YIL034C,1.6706471605
YIL035C,-2.4186622974
YIL036W,
YIL037C,
YIL038C,1.6601130925
YIL039W,
YIL040W,3.4355896798
YIL041W,-0.5318105238
YIL042C,
YIL043C,-0.8614786546
YIL044C,-0.1705787648
YIL045W,
YIL046W,
YIL046W-A,
YIL047C,0.7197017632
YIL047C-A,
YIL048W,-0.5309102165
YIL049W,
YIL050W,
YIL051C,2.1240269689
YIL052C,-0.3453159054
YIL053W,4.5773059921
YIL054W,
YIL055C,
YIL056W,
YIL057C,
YIL058W,
YIL059C,
YIL060W,
YIL061C,
YIL062C,-2.7158053964
YIL063C,
YIL064W,
YIL065C,-0.0586363636
YIL066C,
YIL066W-A,
YIL067C,
YIL068C,-1.577228879
YIL068W-A,
YIL069C,-1.5057292808
YIL070C,3.2873604359
YIL071C,
YIL071W-A,
YIL072W,
YIL073C,
YIL074C,0.6448991914
YIL075C,0.0663767813
YIL076W,-1.8925315931
YIL077C,
YIL078W,-1.9912616457
YIL079C,
YIL080W,
YIL082W,
YIL082WA,
YIL082W-A,
YIL083C,0.122051625
YIL084C,
YIL085C,
YIL086C,
YIL087C,
YIL088C,1.818755753
YIL089W,
YIL090W,-1.5915411229
YIL091C,-2.1884751366
YIL092W,
YIL093C,0.811739441
YIL094C,2.5259444024
YIL095W,
YIL096C,
YIL097W,
YIL098C,
YIL099W,
YIL100C-A,
YIL100W,
YIL101C,
YIL102C,
YIL102C-A,
YIL103W,-0.844226614
YIL104C,-1.7874244257
YIL105C,-2.159595711
YIL105W-A,
YIL106W,0.4066310906
YIL107C,
YIL108W,
YIL109C,
YIL110W,
YIL111W,
YIL112W,
YIL113W,
YIL114C,
YIL115C,-0.6130631356
YIL115W-A,
YIL116W,3.8265415145
YIL117C,3.3492145247
YIL118W,
YIL119C,
YIL120W,
YIL121W,5.5694055048
YIL122W,
YIL123W,
YIL124W,3.8414236323
YIL125W,6.7297600062
YIL126W,1.9694938054
YIL127C,0.5770789702
YIL128W,-0.6321777121
YIL129C,
YIL130W,-0.6913928823
YIL131C,
YIL132C,
YIL133C,-2.3115857805
YIL134C-A,
YIL134W,
YIL135C,-2.0100981616
YIL136W,
YIL137C,12.5499466359
YIL138C,-0.3857780024
YIL139C,
YIL140W,1.0475237154
YIL141W,
YIL142C-A,
YIL142W,
YIL143C,-2.4233197809
YIL144W,
YIL145C,-0.2640536306
YIL146C,
YIL147C,
YIL148W,5.0612986529
YIL149C,
YIL150C,
YIL151C,
YIL152W,
YIL153W,-1.1802431257
YIL154C,
YIL155C,
YIL156W,
YIL156W-A,
YIL156W-B,
YIL157C,
YIL158W,-1.0067733196
YIL159W,
YIL160C,
YIL161W,-1.5581310415
YIL162W,
YIL163C,
YIL164C,
YIL165C,
YIL166C,
YIL167W,
YIL168W,
YIL169C,
YIL170W,
YIL171W,
YIL171W-A,
YIL172C,
YIL173W,
YIL174W,
YIL175W,
YIL176C,
YIL177C,
YIL177W-A,
YIR001C,
YIR002C,
YIR003W,-0.1492784596
YIR004W,-0.7690456801
YIR005W,
YIR006C,-1.2854928284
YIR007W,
YIR008C,
YIR009W,
YIR010W,
YIR011C,
YIR012W,-1.2374584926
YIR013C,
YIR014W,
YIR015W,
YIR016W,
YIR017C,
YIR017W-A,
YIR018C-A,
YIR018W,
YIR019C,
YIR020C,
YIR020C-B,
YIR020W-A,
YIR021W,
YIR021W-A,
YIR022W,
YIR023C-A,
YIR023W,
YIR024C,
YIR025W,
YIR026C,-0.298978322
YIR027C,
YIR028W,
YIR029W,
YIR030C,
YIR030W-A,
YIR031C,
YIR032C,
YIR033W,
YIR034C,3.5652164491
YIR035C,
YIR036C,
YIR036W-A,
YIR037W,4.2133617708
YIR038C,
YIR039C,
YIR040C,
YIR041W,
YIR042C,
YIR043C,
YIR044C,
YJL001W,25.7774433434
YJL002C,-2.822899442
YJL003W,
YJL004C,-1.6394498496
YJL005W,1.1137953899
YJL006C,
YJL007C,
YJL008C,
YJL009W,
YJL010C,-0.4299478298
YJL011C,-1.5694637089
YJL012C,
YJL012C-A,2.0348405776
YJL013C,
YJL014W,
YJL015C,
YJL016W,
YJL017W,
YJL018W,1.453650071
YJL019W,
YJL020C,
YJL020W-A,
YJL021C,1.622036357
YJL022W,
YJL023C,
YJL024C,0.9897650361
YJL025W,
YJL026C-A,
YJL026W,-1.040640891
YJL027C,
YJL028W,
YJL029C,-1.6902431257
YJL030W,
YJL031C,
YJL032W,
YJL033W,-0.875026682
YJL034W,
YJL035C,
YJL036W,
YJL037W,
YJL038C,
YJL039C,0.2854846059
YJL041W,1.4764650729
YJL042W,1.4402019101
YJL043W,
YJL044C,1.0025707193
YJL045W,
YJL046W,
YJL047C,
YJL047C-A,
YJL048C,
YJL049W,
YJL050W,6.4953349402
YJL051W,
YJL052C-A,
YJL052W,22.1697412739
YJL053W,0.2314693497
YJL054W,0.8366271789
YJL055W,0.7751948631
YJL056C,
YJL057C,
YJL058C,
YJL059W,
YJL060W,
YJL061W,-0.3516995739
YJL062W,-1.0226581658
YJL062W-A,
YJL063C,3.0286381035
YJL064W,
YJL065C,1.0684780259
YJL066C,
YJL067W,
YJL068C,
YJL069C,-0.0896354126
YJL070C,
YJL071W,
YJL072C,
YJL073W,
YJL074C,0.0227992598
YJL075C,
YJL076W,0.3534463888
YJL077C,
YJL077W-A,
YJL077W-B,
YJL078C,17.4895399121
YJL079C,10.158650071
YJL080C,-2.6001626807
YJL081C,
YJL082W,1.4534507184
YJL083W,
YJL084C,
YJL085W,0.7722147133
YJL086C,
YJL087C,0.0784852836
YJL088W,
YJL089W,
YJL090C,
YJL091C,-0.1483689094
YJL092W,
YJL093C,
YJL094C,
YJL095W,
YJL096W,5.1034350591
YJL097W,0.3796255252
YJL098W,0.5403274198
YJL099W,
YJL100W,
YJL101C,
YJL102W,
YJL103C,
YJL104W,0.7777766477
YJL105W,
YJL106W,
YJL107C,
YJL108C,
YJL109C,2.135
YJL110C,
YJL111W,
YJL112W,-0.6607854753
YJL113W,
YJL114W,
YJL115W,5.662772718
YJL116C,
YJL117W,-0.0447282837
YJL118W,
YJL119C,
YJL120W,
YJL121C,2.1357985795
YJL122W,0.2746596887
YJL123C,-0.1619485227
YJL124C,-1.192246276
YJL125C,-1.7018712347
YJL126W,
YJL127C,
YJL127C-B,
YJL127W-A,
YJL128C,-0.2735892893
YJL129C,
YJL130C,7.5237511506
YJL131C,
YJL132W,
YJL133C-A,
YJL133W,
YJL134W,
YJL135W,
YJL136C,-0.7213495893
YJL136W-A,
YJL137C,
YJL138C,-2.0298214526
YJL139C,
YJL140W,
YJL141C,
YJL142C,
YJL143W,61.0491864493
YJL144W,
YJL145W,0.7271876142
YJL146W,
YJL147C,
YJL148W,-0.5287645604
YJL149W,
YJL150W,
YJL151C,0.9312620425
YJL152W,
YJL153C,
YJL154C,-1.5134769053
YJL155C,
YJL156C,
YJL156W-A,
YJL157C,
YJL158C,
YJL159W,
YJL160C,
YJL161W,
YJL162C,
YJL163C,
YJL164C,1.7016802191
YJL165C,
YJL166W,2.1626308075
YJL167W,
YJL168C,-4.4877124254
YJL169W,-1.5347271871
YJL170C,
YJL171C,0.6243882505
YJL172W,
YJL173C,
YJL174W,
YJL175W,
YJL176C,
YJL177W,-2.0231579602
YJL178C,0.1110630481
YJL179W,1.4873192547
YJL180C,
YJL181W,
YJL182C,
YJL183W,-1.5381953859
YJL184W,
YJL185C,
YJL186W,-0.7366382292
YJL187C,
YJL188C,
YJL189W,
YJL190C,-2.6590609158
YJL191W,2.2273475636
YJL192C,-0.9524887322
YJL193W,
YJL194W,
YJL195C,
YJL196C,9.8920958281
YJL197C-A,
YJL197W,-0.5173231734
YJL198W,-1.4292105741
YJL199C,
YJL200C,8.3384743482
YJL201W,-0.9009341044
YJL202C,
YJL203W,
YJL204C,
YJL205C,
YJL206C,
YJL206C-A,
YJL207C,0.2757215404
YJL208C,
YJL209W,
YJL210W,
YJL211C,
YJL212C,6.93048924
YJL213W,
YJL214W,
YJL215C,
YJL216C,
YJL217W,2.5872147133
YJL218W,
YJL219W,
YJL220W,
YJL221C,
YJL222W,
YJL222W-A,
YJL222W-B,
YJL223C,
YJL225C,
YJL225W-A,
YJR001W,
YJR002W,
YJR003C,-0.0159102165
YJR004C,
YJR005C-A,
YJR005W,-0.179226614
YJR006W,
YJR007W,1.4008343813
YJR008W,
YJR009C,11.1494761058
YJR010CA,
YJR010C-A,-0.2559494363
YJR010W,0.0965955602
YJR011C,
YJR012C,
YJR013W,1.3118922198
YJR014W,-2.5930178056
YJR015W,-0.3144974101
YJR016C,3.4907057343
YJR017C,0.1880852478
YJR018W,
YJR019C,
YJR020W,
YJR021C,
YJR022W,
YJR023C,
YJR024C,
YJR025C,
YJR026W,
YJR027W,
YJR028W,
YJR029W,
YJR030C,
YJR031C,-1.4508958772
YJR032W,2.4055094808
YJR033C,
YJR034W,
YJR035W,
YJR036C,
YJR037W,
YJR038C,
YJR039W,
YJR040W,
YJR041C,-0.3361024988
YJR042W,-0.368260559
YJR043C,
YJR044C,0.8884935299
YJR045C,
YJR046W,
YJR047C,5.8702137546
YJR048W,7.2061520556
YJR049C,-0.1371009316
YJR050W,
YJR051W,
YJR052W,
YJR053W,
YJR054W,
YJR055W,
YJR056C,
YJR057W,
YJR058C,
YJR059W,-0.6856016372
YJR060W,-0.6913819265
YJR061W,
YJR062C,
YJR063W,-1.482666111
YJR064W,
YJR065C,
YJR066W,
YJR067C,-0.3107854753
YJR068W,-0.0792105741
YJR069C,1.6395953279
YJR070C,-0.2354510084
YJR071W,
YJR072C,-0.3814353501
YJR073C,8.8280454039
YJR074W,
YJR075W,-1.2778487975
YJR076C,1.401899371
YJR077C,4.3026154102
YJR078W,
YJR079W,
YJR080C,6.1450739807
YJR082C,
YJR083C,-0.4324292807
YJR084W,
YJR085C,2.610534555
YJR086W,-0.3912045356
YJR087W,
YJR088C,-1.511187134
YJR089W,
YJR090C,
YJR091C,1.330701407
YJR092W,0.7444627972
YJR093C,
YJR094C,
YJR094WA,
YJR094W-A,-0.6111605121
YJR095W,
YJR096W,
YJR097W,0.206353596
YJR098C,
YJR099W,
YJR100C,
YJR101W,1.7714581659
YJR102C,
YJR103W,
YJR104C,3.4863087489
YJR105W,-0.5961208237
YJR106W,
YJR107W,
YJR108W,
YJR109C,9.5833028704
YJR110W,
YJR111C,
YJR112W,-2.5771609336
YJR112W-A,
YJR113C,1.5803495832
YJR114W,
YJR115W,
YJR116W,6.5620426908
YJR117W,-0.5211675857
YJR118C,
YJR119C,
YJR120W,
YJR121W,19.1553185546
YJR122W,
YJR123W,
YJR124C,
YJR125C,
YJR126C,
YJR127C,
YJR128W,
YJR129C,
YJR130C,
YJR131W,2.4704751065
YJR132W,0.297036357
YJR133W,
YJR134C,
YJR135C,
YJR135W-A,
YJR136C,
YJR137C,4.6141166979
YJR138W,
YJR139C,1.0943868546
YJR140C,
YJR140W-A,
YJR141W,
YJR142W,
YJR143C,
YJR144W,
YJR145C,-1.1155363086
YJR146W,
YJR147W,2.2418588818
YJR148W,15.0404902269
YJR149W,
YJR150C,
YJR151C,
YJR151W-A,
YJR152W,
YJR153W,
YJR154W,
YJR155W,
YJR156C,
YJR157W,
YJR158W,
YJR159W,
YJR160C,
YJR161C,
YJR162C,
YKL001C,
YKL002W,3.1873406776
YKL003C,
YKL004W,-0.5215048848
YKL005C,
YKL006CA,
YKL006C-A,-0.2773883802
YKL006W,-3.639923724
YKL007W,1.0280964096
YKL008C,2.1576350793
YKL009W,-2.0595166522
YKL010C,-0.8462499462
YKL011C,
YKL012W,
YKL013C,0.9976036798
YKL014C,0.2614195332
YKL015W,
YKL016C,5.4710630481
YKL017C,
YKL018C-A,
YKL018W,
YKL019W,
YKL020C,
YKL021C,0.7897650361
YKL022C,
YKL023C-A,
YKL023W,
YKL024C,0.9537857333
YKL025C,-0.1319545961
YKL026C,
YKL027W,0.253901615
YKL028W,0.4119115102
YKL029C,4.2224804441
YKL030W,
YKL031W,
YKL032C,-0.2818652878
YKL033W,
YKL033WA,
YKL033W-A,
YKL034W,
YKL035W,0.378426568
YKL036C,
YKL037W,
YKL038W,
YKL039W,
YKL040C,1.2567877082
YKL041W,1.7750227818
YKL042W,
YKL043W,
YKL044W,
YKL045W,
YKL046C,-0.6870630455
YKL047W,
YKL048C,
YKL049C,
YKL050C,
YKL051W,3.4946951272
YKL052C,-0.0917201464
YKL053CA,
YKL053C-A,2.1818922198
YKL053W,
YKL054C,-0.8758901415
YKL055C,
YKL056C,-2.3348903101
YKL057C,
YKL058W,2.4634350591
YKL059C,-2.0549545507
YKL060C,-0.7093264209
YKL061W,0.7778990684
YKL062W,
YKL063C,-4.1620643157
YKL064W,
YKL065C,2.2479759323
YKL065W-A,
YKL066W,
YKL067W,1.662132306
YKL068W,1.6016310906
YKL068W-A,
YKL069W,-0.3032527661
YKL070W,
YKL071W,-0.4426779649
YKL072W,
YKL073W,
YKL074C,
YKL075C,
YKL076C,
YKL077W,0.1915310467
YKL078W,
YKL079W,2.3743441642
YKL080W,-1.6685490421
YKL081W,0.9340063851
YKL082C,
YKL083W,
YKL084W,
YKL085W,13.7370054083
YKL086W,
YKL087C,
YKL088W,0.1884852836
YKL089W,
YKL090W,
YKL091C,
YKL092C,
YKL093W,
YKL094W,-0.0384734086
YKL095W,
YKL096C-B,
YKL096W,22.7255905041
YKL096WA,
YKL096W-A,2.887370637
YKL097C,
YKL097W-A,
YKL098W,
YKL099C,
YKL100C,
YKL100W-A,
YKL101W,
YKL102C,
YKL103C,9.8220426908
YKL104C,
YKL105C,
YKL106C-A,
YKL106W,1.2069296892
YKL107W,
YKL108W,
YKL109W,
YKL110C,0.8210790796
YKL111C,
YKL112W,0.5988896305
YKL113C,2.0806698805
YKL114C,
YKL115C,
YKL116C,1.7836022468
YKL117W,-1.2524083083
YKL118W,
YKL119C,
YKL120W,6.2115269831
YKL121W,
YKL122C,-1.8498268239
YKL123W,
YKL124W,
YKL125W,
YKL126W,-0.1823649207
YKL127W,1.1022762045
YKL128C,5.6143619095
YKL129C,2.1593836901
YKL130C,0.3653667669
YKL131W,
YKL132C,
YKL133C,
YKL134C,
YKL135C,-2.7558099722
YKL136W,
YKL137W,
YKL138C,2.0447614106
YKL138C-A,
YKL139W,
YKL140W,
YKL141W,
YKL142W,2.624558349
YKL143W,-0.13805266
YKL144C,
YKL145W,-2.0148156467
YKL145W-A,
YKL146W,
YKL147C,
YKL148C,
YKL149C,
YKL150W,
YKL151C,
YKL152C,-1.8865027944
YKL153W,
YKL154W,-2.0278279179
YKL155C,-1.9677124254
YKL156C-A,
YKL156W,-0.2691207172
YKL157W,2.8156004031
YKL158W,
YKL159C,
YKL160W,-1.6090344473
YKL161C,
YKL162C,
YKL162C-A,
YKL163W,
YKL164C,26.4428573562
YKL165C,-0.2716382292
YKL165C-A,
YKL166C,-2.3281310415
YKL167C,0.7513333333
YKL168C,
YKL169C,
YKL170W,-0.6205798773
YKL171W,
YKL172W,
YKL173W,1.1687953899
YKL174C,
YKL175W,
YKL176C,
YKL177W,
YKL178C,
YKL179C,0.0318588818
YKL180W,-0.1624237308
YKL181W,-0.7483412505
YKL182W,1.6386870146
YKL183C-A,
YKL183W,-0.1895645172
YKL184W,
YKL185W,
YKL186C,
YKL187C,
YKL188C,
YKL189W,
YKL190W,-1.3383882757
YKL191W,0.5847650361
YKL192C,6.5611779123
YKL193C,1.742051625
YKL194C,
YKL195W,2.5416271789
YKL196C,
YKL197C,
YKL198C,
YKL199C,
YKL200C,
YKL201C,
YKL202W,
YKL203C,
YKL204W,-0.5094374072
YKL205W,-2.0950533641
YKL206C,2.004207842
YKL207W,
YKL208W,
YKL209C,1.0720816124
YKL210W,1.6687323623
YKL211C,-0.4218305875
YKL212W,-1.5800393265
YKL213C,-2.5664662632
YKL214C,
YKL215C,2.2994779915
YKL216W,7.7713024925
YKL217W,
YKL218C,
YKL219W,
YKL220C,
YKL221W,
YKL222C,
YKL223W,
YKL224C,
YKL225W,
YKR001C,1.0748807053
YKR002W,0.1238016342
YKR003W,-0.1669518415
YKR004C,
YKR005C,
YKR006C,1.1410474089
YKR007W,-0.7809730311
YKR008W,-2.0621096264
YKR009C,
YKR010C,
YKR011C,
YKR012C,
YKR013W,
YKR014C,-1.1832689794
YKR015C,
YKR016W,
YKR017C,
YKR018C,-1.2541583167
YKR019C,
YKR020W,
YKR021W,
YKR022C,
YKR023W,
YKR024C,
YKR025W,1.6261855795
YKR026C,-1.4910803002
YKR027W,
YKR028W,
YKR029C,
YKR030W,
YKR031C,
YKR032W,
YKR033C,
YKR034W,
YKR035C,
YKR035W-A,0.6550413283
YKR036C,
YKR037C,
YKR038C,-1.6065147164
YKR039W,
YKR040C,
YKR041W,
YKR042W,
YKR043C,0.4350686217
YKR044W,
YKR045C,-0.7076593224
YKR046C,
YKR047W,
YKR048C,-2.1859166362
YKR049C,
YKR050W,
YKR051W,
YKR052C,2.2950077068
YKR053C,
YKR054C,
YKR055W,
YKR056W,
YKR057W,-3.1484926019
YKR058W,
