,lambda_1,int_1,beta_1,sigma_1,lambda_2,int_2,beta_2,sigma_2
SIN4,0.866397015684232,0,-0.00719792366510035,0.162648257516878,0.133602984315768,0,-0.0215534963106709,0.71734194275807
MED1,0.885542793218049,0,0.00203688869741794,0.138998017383541,0.114457206781951,0,-0.0428143882574471,0.680990382635388
LGE1,0.0861066593532766,0,-0.03665629290295,0.608309113784745,0.913893340646723,0,0.00104601614250485,0.202123944603413
JHD2,0.120005757585102,0,-0.000118909951180935,0.277222868860535,0.879994242414898,0,0.000405101957253711,0.0745476580804686
LEO1,0.90686217663302,0,0.0073526904774484,0.123628628585525,0.0931378233669796,0,-0.0381790297957889,0.449763794604749
LDB7,0.872242174677622,0,0.00287309466013681,0.116098527089062,0.127757825322378,0,0.0177238140255246,0.421507841574023
ITC1,0.111033532890316,0,-0.01806790262978,0.505615426052598,0.888966467109685,0,0.00139974390026337,0.0926532293811898
HST1,0.943085387463391,0,-0.006053431261894,0.108723308426654,0.0569146125366094,0,-0.0612983754301347,1.05187798597809
IOC4,0.939787014241246,0,0.00148715513786533,0.0861605896126817,0.0602129857587541,0,-0.00509143333598658,0.419228693658769
ISW1,0.11968588938973,0,-0.0312463121674126,0.507442012498456,0.88031411061027,0,-0.00175299480061232,0.0976203026500136
HTZ1,0.132913872576925,0,-0.00814845615820164,0.491543965390929,0.867086127423075,0,0.00227228681068029,0.135386265249922
IOC2,0.0757638799177189,0,-0.0239212643202979,0.379168614364575,0.924236120082281,0,1.75834731956658e-05,0.0975614200331649
HTL1,0.186748197219654,0,0.00356117373217245,0.51333348010778,0.813251802780346,0,0.00411757221961916,0.145703810420283
IES5,0.870611314126586,0,-0.00149302583377981,0.0833035552367953,0.129388685873414,0,-0.0212958952857267,0.341149774717021
HOS4,0.0789954644607077,0,-0.0208797849531878,0.292646764832237,0.921004535539292,0,-0.00555569076134685,0.076642773867457
IES3,0.888425860977884,0,-0.00054611051465928,0.120228814012696,0.111574139022116,0,-0.0314356635028724,0.518078543374318
IOC3,0.0594350342368758,0,0.0184303088978865,0.440071945471154,0.940564965763124,0,-0.00318667030873275,0.0825137623293517
IES2,0.884487664897195,0,0.000859020077939173,0.166150583317884,0.115512335102805,0,-0.0377174974900395,0.637074827113201
HOS2,0.0786520405096341,0,-0.0197157549586997,0.318376662618633,0.921347959490366,0,0.00319496457597945,0.106545733343228
IES6,0.834421319464399,0,0.00425899963022521,0.258452894388252,0.165578680535601,0,-0.0357069631559169,0.780794434253086
IES1,0.903612417852076,0,-0.00120052963990913,0.0766318823826587,0.096387582147924,0,-0.0178028212920958,0.304175129450805
HPC2,0.960149193376611,0,-0.003352908374226,0.11319316861259,0.0398508066233893,0,-0.029793696254637,0.372136990864537
HIR1,0.902162662135097,0,-0.00199905086514326,0.0843186875684947,0.0978373378649034,0,-0.00126107865975342,0.289204533822861
HIR2,0.919846600072161,0,-0.00271673799062604,0.0694699993405407,0.0801533999278391,0,-0.0266718326053093,0.2637484031917
HDA2,0.103766744860079,0,-0.0191664590043553,0.451803349024104,0.896233255139921,0,0.00289451902863378,0.0963755227253747
HDA1,0.0985965756857758,0,-0.0116757265734113,0.490352045170557,0.901403424314224,0,0.00280564277325274,0.0909486667554116
HDA3,0.900972820344303,0,0.00243901330441953,0.0996858599751851,0.0990271796556973,0,-0.0255163618611908,0.492827318310879
ESC8,0.955771019633808,0,-0.000149275039134262,0.0763531610593304,0.0442289803661919,0,0.0144797369606515,0.349564192644244
GCN5,0.121820227596001,0,-0.0402977479820413,0.780683830188408,0.878179772403998,0,-0.00639154781353714,0.221511306480373
DPB4,0.894883538715398,0,-0.0041339666561842,0.0835688756635405,0.105116461284602,0,-0.00893006830479311,0.36748143688877
CHD1,0.827141121275186,0,-0.00580522969263469,0.109455321358535,0.172858878724814,0,0.0046675345157557,0.310953431453804
BUR2,0.833200099470436,0,0.00281859098104495,0.298390304898515,0.166799900529564,0,-0.0715111813481569,0.727852844189054
CDC73,0.852995674685,0,0.00985418808410849,0.229122836378996,0.147004325315,0,-0.0242860016294323,0.71572395630444
EAF6,0.952170690470629,0,0.00282703077684822,0.100477776844624,0.047829309529371,0,-0.0387736452989506,0.398210122695661
DEP1,0.170336181553709,0,-0.0316717888181689,0.673643412307738,0.829663818446291,0,-0.00382528873750473,0.181911394897477
CAF130,0.0733660137172667,0,-0.0284469524795363,0.400332291290566,0.926633986282733,0,-0.00105838906608049,0.0982220193668664
EAF1,0.224653754041975,0,-0.024095452500301,0.508800575629622,0.775346245958025,0,0.00776820996965673,0.186841122233884
CTR9,0.149186037429859,0,-0.0143010594426589,0.876817784243992,0.850813962570141,0,0.00829712299311276,0.348061091857954
EAF5,0.106898006429645,0,-0.021575704744713,0.388224716051513,0.893101993570355,0,-0.00319974957337988,0.11967464285405
EAF7,0.889479620190962,0,-0.00509941773476175,0.135023942375143,0.110520379809038,0,-0.0525748428404535,0.53481409224271
CTI6,0.111353779917438,0,0.0525471434183013,0.53757030320087,0.888646220082562,0,0.00689092088034519,0.136219835886925
CAC2,0.839084574109543,0,-0.003337501400296,0.136050966160691,0.160915425890457,0,-0.0222581952601523,0.578796169962986
CCR4,0.303766004609309,0,-0.0354322778797886,0.701783935910379,0.696233995390691,0,-0.000238843980846271,0.22832823607686
DLS1,0.0832884554365732,0,-0.0292939894385566,0.35485671190573,0.916711544563427,0,-0.000952486557238149,0.0912886221906433
EAF3,0.130892239360615,0,0.00795419694710869,0.357003183769486,0.869107760639385,0,0.000475882467241806,0.0910890066087749
RLF2,0.113780921823878,0,-0.0188796902495196,0.50107181902777,0.886219078176122,0,-0.00174695502202394,0.10772367542862
CAF40,0.119153457306014,0,-0.0213339276457464,0.387867967878583,0.880846542693986,0,-0.000555492084750839,0.112677508996296
BRE1,0.875043114064697,0,0.000114060555769662,0.220410373873411,0.124956885935303,0,-0.0373642939818843,0.593201923207686
ASF1,0.11628277100692,0,-0.0807805039305221,0.559728426452531,0.88371722899308,0,-0.0233277361711105,0.16926367732528
ARP6,0.878472871286496,0,0.00108696313344495,0.105412776091394,0.121527128713504,0,-0.00629173669636713,0.359705833839717
NRG1,0.0609029051254935,0,0.0196015069542791,0.327777084097617,0.939097094874507,0,-0.000231860606488647,0.110162760621094
YLR278C,0.0930520994142279,0,0.0300810449450538,0.304458839508309,0.906947900585772,0,-0.00115258364356799,0.0754964759677797
ZAP1,0.871894708401292,0,0.000987116396981759,0.135804177344128,0.128105291598708,0,-0.056671323857776,0.542042467261792
ENV11,0.861305973682477,0,-0.0068725440664273,0.123022095106773,0.138694026317523,0,-0.000845090114149386,0.375248250600887
YJL206C,0.071820532683972,0,-0.0066813120257207,0.483077979249051,0.928179467316028,0,0.000613430157927331,0.0742958633249307
HEL2,0.255801165545134,0,-0.0103894022718479,0.240621396788649,0.744198834454866,0,0.000380461915039665,0.0700462485528217
YAP1,0.0670191923294425,0,0.0399909120461617,0.393980831527421,0.932980807670558,0,-0.000256179001209173,0.0557849677498841
URC2,0.848463770523666,0,-0.00131064823592473,0.0987789245070631,0.151536229476334,0,-0.0153057274446624,0.296827730932576
TEC1,0.955652332573661,0,-0.000568211595198404,0.0690568534438634,0.0443476674263393,0,0.0189191802193143,0.405355919382423
SWI5,0.0471773085221833,0,-0.00914880499162159,0.518147758142966,0.952822691477817,0,-0.00285393252768487,0.0657978977774342
SWI4,0.8612036071967,0,0.000624613427819548,0.119955539912835,0.1387963928033,0,0.000560590646888198,0.489713716976616
SUM1,0.934396199740226,0,-0.00484812108196595,0.0874782434849971,0.0656038002597744,0,-0.0907059642034015,1.21581256945668
STP3,0.0464897280347968,0,-0.059588401112575,0.553644072142811,0.953510271965203,0,-0.00151551993135186,0.0745560520050634
STP2,0.099833467124949,0,0.0256488226316923,0.337896824937262,0.900166532875051,0,-0.00047872888576859,0.0682076219511231
STP1,0.10430918397972,0,-0.09817086851757,0.832301214085306,0.89569081602028,0,0.00314897571867384,0.237252960849231
STE12,0.0288276562447607,0,0.0968265820579886,0.90433870632183,0.971172343755239,0,3.80553356729669e-05,0.0780903846196018
STB5,0.147675470930865,0,-0.0583701900452681,0.69213081229257,0.852324529069135,0,-0.00296875973898746,0.17585541715583
STB4,0.977549183058882,0,-0.000288554741361229,0.0708140996040567,0.0224508169411182,0,0.010698878075853,0.393256455304487
RPN4,0.131852413379697,0,0.00272340166511367,0.405516667560872,0.868147586620303,0,0.00262471073732507,0.0948832063328546
SKN7,0.0942973613595408,0,0.0186323812033553,0.458540779162894,0.905702638640459,0,0.00220439267299429,0.0783630983239176
SOK2,0.868264513223837,0,0.000360882106236452,0.0902905997811184,0.131735486776163,0,-0.00994459727288463,0.471223480948624
RTG3,0.0952784370652565,0,-0.0049639682577974,0.703488165968342,0.904721562934743,0,0.00171350708364023,0.0901368767266268
SFL1,0.112490380374901,0,0.00578241556507981,0.427719430893281,0.887509619625099,0,2.89243738806433e-05,0.11648658810631
RPH1,0.877415512973466,0,0.00043018719263828,0.089858347428983,0.122584487026534,0,0.00554064070744111,0.321425730699279
SNT1,0.0900047556171034,0,-0.0566123770266571,0.42208629804872,0.909995244382897,0,0.000930869644166176,0.134016754077338
RSC30,0.146695183144712,0,-0.000766014021867475,0.444529935685765,0.853304816855288,0,0.0014372666768904,0.127864318120987
RTG1,0.0716099964193296,0,0.00522031155584129,0.538716417170425,0.92839000358067,0,0.00206994718538672,0.0642285216153386
SKO1,0.111756870007264,0,0.00405792485764623,0.374404317492755,0.888243129992736,0,-0.000794820385883925,0.0861864018104184
SPT2,0.925197815726578,0,0.000271523860920541,0.0858095255360486,0.0748021842734223,0,0.00483335613640134,0.403701631505324
SFP1,0.725423990335186,0,0.00926256191031335,0.273194875027561,0.274576009664814,0,-0.0370630948812941,0.743639943772822
ROX1,0.0870725842492474,0,-0.020525110081706,0.520725427146577,0.912927415750753,0,-8.02445787446147e-05,0.0907375007790206
RME1,0.059155244192948,0,0.0320331778711172,0.359756635482956,0.940844755807052,0,6.18018340483911e-05,0.0725059493671773
RGT1,0.932171320682384,0,-0.000430209831308467,0.0884545279768484,0.0678286793176165,0,-0.00944587770743154,0.39147053256631
RIM101,0.941013941938203,0,-0.000781859716520181,0.0797342507987999,0.058986058061797,0,-0.0274468938868378,0.658887628372829
RFX1,0.0299026265055696,0,0.0248421236800216,0.863739099725792,0.97009737349443,0,-0.00107022985732044,0.0804795729010515
PPR1,0.0385244035429484,0,-0.0505527979093326,0.380436386953818,0.961475596457052,0,-0.000976627893230027,0.0530584878308184
PEP7,0.858087367810465,0,-0.00184564515634587,0.165999901838526,0.141912632189535,0,-0.0442662288873189,0.695152751950226
MOT2,0.217839556469945,0,-0.0214516719869788,0.974004002795392,0.782160443530055,0,0.00473112025774223,0.362529716485993
PDR3,0.0544855236469001,0,0.0360673406512569,0.287312113672409,0.9455144763531,0,0.000641464969918795,0.0706151926992188
MSN2,0.950755407383043,0,0.0014349145445325,0.0712753665265916,0.0492445926169574,0,0.0240070383210384,0.570039573665289
NHP10,0.873328228056442,0,-0.00315481684940295,0.0980606109136387,0.126671771943558,0,-0.0127644018365431,0.396612214285967
MOT3,0.101485240551976,0,-0.0282265666436907,0.530340765068289,0.898514759448024,0,-0.000985215365840062,0.0848207291626334
MIG1,0.118265519710527,0,0.010511756065122,0.351031732434078,0.881734480289473,0,0.00161982086525524,0.085871343475165
MBP1,0.113518856552646,0,-0.013006334569345,0.359441284716667,0.886481143447354,0,-0.00258056015958997,0.0776860296646555
MAC1,0.923125485114767,0,-7.25324750810066e-05,0.0666295149000192,0.0768745148852329,0,-0.0211058871741202,0.389144476410309
LEU3,0.0607754015614849,0,0.02583549992229,0.353332428048637,0.939224598438515,0,-0.00111845553887001,0.0648722107404564
HXK2,0.869189494258345,0,7.32044228272769e-05,0.133902523651931,0.130810505741655,0,-0.0326919169069202,0.673744300794978
HMO1,0.135817916216809,0,0.00488633170913152,0.442465707152936,0.864182083783191,0,0.00149717424645767,0.140429654580091
INO2,0.147667430501594,0,-0.0739552340310298,0.878615924535787,0.852332569498406,0,0.00221187129708956,0.217641642248342
HAP1,0.969054007510592,0,-0.000725909762638043,0.0937587833517066,0.0309459924894076,0,-0.0327796971000354,0.444432922120497
ISW2,0.0964664573146806,0,-0.00247768588434661,0.446747192444295,0.903533542685319,0,0.000837176825581432,0.0798548404259765
HAP3,0.0628782414560692,0,0.0325740879571471,0.468021628056412,0.937121758543931,0,-0.00236216707689129,0.0846885274364138
IXR1,0.875636663748688,0,-0.00156439017536362,0.0875950537067674,0.124363336251312,0,-0.0249154309776274,0.519312512493535
HAP2,0.0752248394775617,0,-0.0252017821138563,0.436867462167904,0.924775160522438,0,-0.000138906910033663,0.0983092058037199
INO4,0.856295957172223,0,0.00316497492708033,0.260810618675671,0.143704042827777,0,-0.0711882507705345,0.962627326255339
HAL9,0.0798822621488327,0,-0.000133377187850285,0.303009621626399,0.920117737851167,0,-0.000623777127743527,0.0689078453614138
GZF3,0.963380555668766,0,-0.00137676654843461,0.0676200805083499,0.0366194443312342,0,0.00197085331543922,0.409190482465137
HAP5,0.0308034058328156,0,-0.0153169231287994,0.510508258163859,0.969196594167184,0,-0.00160629893688194,0.0924141890674375
GAT2,0.0675584451178428,0,0.00140561116607207,0.212215973794093,0.932441554882157,0,0.000217853004630435,0.0493402295485861
FZF1,0.0831933681922684,0,0.0106400290729109,0.276744018724129,0.916806631807732,0,-0.00223481655280154,0.0761957037044418
FKH1,0.0716603631321001,0,0.0163490611991001,0.479414378340702,0.9283396368679,0,0.000584593803790556,0.0742502972353555
GIS1,0.1207354037988,0,0.0207645455938282,0.302014793993967,0.8792645962012,0,-0.00164251920654584,0.0902924057159076
GCN4,0.0702201884595722,0,0.0326433833837206,0.456365878475612,0.929779811540428,0,-0.000787245584338027,0.103384574085284
GLN3,0.0960927384159074,0,-0.0520169068503537,0.681049379595631,0.903907261584093,0,-0.000734970610602122,0.154031385525377
CST6,0.838948196381224,0,-0.0027192482707773,0.263353433386421,0.161051803618776,0,-0.070855941133563,1.16934220218752
CIN5,0.0700976351712453,0,0.0139593257514399,0.313644221286221,0.929902364828755,0,0.000126171723980841,0.0736639832324528
DAL81,0.221400103216366,0,-0.0134752638209941,0.326017809750664,0.778599896783634,0,0.00110251700786465,0.107037121706079
ASH1,0.0361468646268219,0,0.0396610850898511,0.454359049229813,0.963853135373178,0,0.00267532079777149,0.0847891259501352
CHA4,0.0203823415233652,0,0.00359277673272202,0.620543421760681,0.979617658476635,0,-0.0045058937137577,0.060625096958978
DAT1,0.902868650214777,0,1.26792184681937e-05,0.0883427493753949,0.0971313497852228,0,0.0101334398083603,0.327115051902113
CBF1,0.130571000825291,0,-0.0587794355341366,0.734599592526956,0.869428999174709,0,0.00460678502033552,0.181813516446507
ADA2,0.844526822811268,0,-0.00345456852374644,0.206682946279829,0.155473177188732,0,-0.0485296672506743,0.745614591020442
CUP9,0.91110575275813,0,-0.000328181130351731,0.058741924601638,0.0888942472418701,0,0.0144561465423515,0.292904773485031
AFT1,0.931286655032261,0,-0.00241673095025367,0.0900980292716084,0.0687133449677389,0,0.0176369141309026,0.542347896311075
ACE2,0.92150166452935,0,-0.00161180214850683,0.0929745815152797,0.0784983354706501,0,-0.0103535810516161,0.58274662862725
AZF1,0.884934195257068,0,0.000446823213434046,0.0840743108460137,0.115065804742932,0,-0.0190730524149555,0.283800309959182
ABF2,0.0565092137004852,0,0.00763191329363443,0.391210342962998,0.943490786299515,0,-0.00234364829794994,0.0652302243561487
BAS1,0.956306053632996,0,-0.000599648070687252,0.0899356345640896,0.0436939463670039,0,0.0465670437160611,0.491407694859209
ARG81,0.984556716659,0,0.000933878281029433,0.055454004321409,0.0154432833409997,0,-0.00286494417319401,0.739938697221114
ARG80,0.955325553257356,0,-3.40332733393822e-05,0.0782417888134509,0.0446744467426441,0,0.0550995952643049,0.486620787767617
RPS21A,0.164131922817837,0,0.00483095124020874,0.35049561550323,0.835868077182163,0,0.00043932021850727,0.127634957221858
SRP40,0.888077158944644,0,-0.00250136067725235,0.141188987477952,0.111922841055356,0,0.03500988553195,0.388494205598255
RCM1,0.879146845649271,0,-0.00102568523595581,0.132645627488353,0.120853154350729,0,0.0285664835719604,0.440318886181831
RPS0B,0.692118161325227,0,-0.00766034878981919,0.142118107810852,0.307881838674773,0,0.0287717559289138,0.333941126763766
RPL16A,0.336083391187672,0,0.010781726537544,0.250442628316329,0.663916608812328,0,-0.000798647920769692,0.108776863734798
UBC7,0.966553838358633,0,-0.00140168458321131,0.071284870278225,0.0334461616413669,0,0.0221980268008468,0.431458666495564
YIL014C-A,0.945548716935684,0,0.001061632575484,0.0664281429294002,0.0544512830643164,0,0.0187348509352599,0.346251704830336
SAM3,0.898124478960717,0,-0.00207637816635829,0.114409639617296,0.101875521039283,0,-0.0397819401254707,0.395158440917921
UTP30,0.0958863077683543,0,0.0252225501178213,0.537421316162524,0.904113692231646,0,-0.00119616156116772,0.103016501317012
YHR003C,0.157485131441572,0,0.0141466234816497,0.541712409606574,0.842514868558428,0,-0.0040018439830083,0.131736701067357
SWT21,0.076045274469315,0,0.0104051098657291,0.50330064395535,0.923954725530685,0,-0.00102230142263963,0.126210178749225
EST3,0.865278742551615,0,0.00183782404642685,0.169045120506487,0.134721257448385,0,0.0279419702580435,0.721319727102675
LSM12,0.058644529328453,0,0.0204238195874792,0.57684618960151,0.941355470671547,0,0.00107368057666334,0.0909761626389468
IKI3,0.0887887222191947,0,-0.000823703440575326,0.459340466333638,0.911211277780805,0,0.00322664972300328,0.12290428965287
TFB5,0.77313995536243,0,0.00154049722637515,0.132050785716434,0.22686004463757,0,-0.0224397594562079,0.432812338031956
YPK3,0.9227698686155,0,-0.000195183002567688,0.0966590155639249,0.0772301313845004,0,-0.000559830634021608,0.355354458649419
SNX4,0.923580669894716,0,-0.00165043008633252,0.0805571631542805,0.0764193301052844,0,-0.0100684459606461,0.328599647084501
TIF4631,0.933597055808512,0,-0.000167841008439112,0.110038344356876,0.0664029441914875,0,-0.0903028962559711,0.533240006268917
YOR338W,0.950574698475609,0,0.000480053785939618,0.133254943974285,0.0494253015243907,0,-0.023976962800595,0.348413695125037
YPL199C,0.983495717697555,0,-0.00278100600569366,0.149314441613618,0.0165042823024451,0,0.00341888991400578,0.688723313581965
SET5,0.0143038943289425,0,-0.0538082514648322,0.674793059755748,0.985696105671057,0,-0.000358689092633281,0.10425189350304
RAD28,0.977275009930402,0,-0.000829835391895021,0.120350868219799,0.0227249900695981,0,-0.00569599429181514,0.445606971515986
SAE2,0.918067698630628,0,-0.00343414460056742,0.129908171111276,0.0819323013693722,0,-0.0241653577029721,0.326923991098846
HEH2,0.947324865526179,0,0.000670747809612266,0.0822354250401051,0.0526751344738215,0,0.0141713471117452,0.468652925521014
TRX2,0.912610538255827,0,-0.00199446415811026,0.0649992654543623,0.0873894617441732,0,0.0130498130412428,0.384660548544992
EUG1,0.0720253115489723,0,0.0265478497325308,0.469229142065589,0.927974688451028,0,-0.000708069029648924,0.0960212247068257
TEL1,0.967752525419793,0,-0.00276612998307165,0.0798591959875488,0.0322474745802073,0,0.0254442672426183,0.38290161247443
PPZ1,0.0547722695396771,0,-0.0149571447240651,0.39003206300875,0.945227730460323,0,-0.000325595003054005,0.0853157056897545
FPK1,0.0517510630045641,0,-0.015902574273532,0.41935793796809,0.948248936995436,0,-0.00182812780332392,0.0765983128472257
CMK1,0.955129477686856,0,-0.00287097756571573,0.0929646183234527,0.0448705223131436,0,0.0416859616670435,0.387366001213821
MIH1,0.91716430336366,0,0.000234834646585886,0.0969137792295093,0.0828356966363404,0,-0.0102775429921266,0.346181694999023
MKK2,0.892268247108123,0,-0.0010727854936482,0.0811424630790422,0.107731752891877,0,0.030691230879462,0.265990109071983
RIM11,0.0974574031686473,0,0.0393159787055555,0.343743819209938,0.902542596831353,0,-0.00160319739965357,0.0951152638631868
PPT1,0.970688300581033,0,0.00117405713301301,0.0816996946810969,0.029311699418967,0,0.000463215854500149,0.555182370641594
SPO7,0.956433437584287,0,-0.000663803189802234,0.0806422269486802,0.0435665624157127,0,0.0272048926586804,0.409136373423663
BCK1,0.950947026944484,0,-0.000338430866552463,0.102554794770564,0.0490529730555157,0,0.029990737110377,0.469088783324491
CHK1,0.111091493789417,0,0.0409149707018372,0.38998217919558,0.888908506210583,0,-0.000918847347416822,0.118890890411552
KDX1,0.0902094170800166,0,0.015921689708591,0.260026122437625,0.909790582919983,0,-0.000284546044597516,0.0763941200440783
PTC4,0.0489300390146489,0,0.0449952766287388,0.416907760250339,0.951069960985351,0,-0.00222970982647654,0.0773953405089519
RIM15,0.0604471491554589,0,-0.00444212839260043,0.406727680559984,0.939552850844541,0,-0.000699612006188477,0.101249840890241
CMK2,0.957135161022461,0,-0.00238911422289123,0.079642489550955,0.042864838977539,0,0.0119684862654457,0.410785323748107
LCB5,0.940644121553734,0,-0.00230728996019302,0.101830466819176,0.0593558784462665,0,0.0128338928420109,0.35473954266382
CKA1,0.0384980362653077,0,-0.0349637062371236,0.636381181526435,0.961501963734692,0,-0.0042011903743493,0.0798974721744863
PSR1,0.0732763275860429,0,0.0243145488602674,0.408539959263109,0.926723672413957,0,0.00122136720423083,0.0922392683062735
PPG1,0.0837807897569409,0,0.011086564503559,0.324921212739373,0.916219210243059,0,0.0011922248362192,0.0640740150612408
USA1,0.942642799008741,0,0.0012236858397989,0.0871299057474794,0.0573572009912591,0,-0.0329772852983074,0.277474898652801
